method,simnum,listnum,hit,miss,fa,cr,cost,startseed
rw,5,1,66,327,30,12297,357.0,750
kenett,5,1,12,381,189,12138,570.0,750
fe,5,2,6,387,0,12327,387.0,750
goni,5,2,31,362,8,12319,370.0,750
chan,5,2,92,301,42,12285,343.0,750
rw,5,2,123,270,61,12266,331.0,750
kenett,5,2,12,381,336,11991,717.0,750
fe,5,3,9,384,0,12327,384.0,750
goni,5,3,52,341,15,12312,356.0,750
chan,5,3,114,279,50,12277,329.0,750
rw,5,3,171,222,92,12235,314.0,750
kenett,5,3,21,372,381,11946,753.0,750
fe,5,4,12,381,0,12327,381.0,750
goni,5,4,86,307,31,12296,338.0,750
chan,5,4,129,264,55,12272,319.0,750
rw,5,4,198,195,121,12206,316.0,750
kenett,5,4,23,370,391,11936,761.0,750
fe,5,5,14,379,0,12327,379.0,750
goni,5,5,128,265,44,12283,309.0,750
chan,5,5,129,264,57,12270,321.0,750
rw,5,5,225,168,151,12176,319.0,750
kenett,5,5,14,379,412,11915,791.0,750
fe,5,6,17,376,0,12327,376.0,750
goni,5,6,138,255,55,12272,310.0,750
chan,5,6,128,265,56,12271,321.0,750
rw,5,6,255,138,183,12144,321.0,750
kenett,5,6,19,374,419,11908,793.0,750
fe,5,7,20,373,0,12327,373.0,750
goni,5,7,172,221,61,12266,282.0,750
chan,5,7,130,263,50,12277,313.0,750
rw,5,7,284,109,211,12116,320.0,750
kenett,5,7,22,371,428,11899,799.0,750
fe,5,8,22,371,0,12327,371.0,750
goni,5,8,195,198,80,12247,278.0,750
chan,5,8,134,259,43,12284,302.0,750
rw,5,8,304,89,238,12089,327.0,750
kenett,5,8,24,369,426,11901,795.0,750
fe,5,9,25,368,0,12327,368.0,750
goni,5,9,215,178,95,12232,273.0,750
chan,5,9,136,257,41,12286,298.0,750
rw,5,9,322,71,265,12062,336.0,750
kenett,5,9,22,371,437,11890,808.0,750
fe,5,10,28,365,0,12327,365.0,750
goni,5,10,227,166,109,12218,275.0,750
chan,5,10,139,254,49,12278,303.0,750
rw,5,10,332,61,295,12032,356.0,750
kenett,5,10,33,360,432,11895,792.0,750
fe,5,11,31,362,0,12327,362.0,750
goni,5,11,244,149,119,12208,268.0,750
chan,5,11,137,256,47,12280,303.0,750
rw,5,11,341,52,319,12008,371.0,750
kenett,5,11,24,369,441,11886,810.0,750
fe,5,12,34,359,0,12327,359.0,750
goni,5,12,263,130,138,12189,268.0,750
chan,5,12,141,252,43,12284,295.0,750
rw,5,12,352,41,348,11979,389.0,750
kenett,5,12,31,362,440,11887,802.0,750
fe,5,13,36,357,0,12327,357.0,750
goni,5,13,272,121,147,12180,268.0,750
chan,5,13,138,255,34,12293,289.0,750
rw,5,13,355,38,377,11950,415.0,750
kenett,5,13,206,187,268,12059,455.0,750
fe,5,14,39,354,0,12327,354.0,750
goni,5,14,280,113,161,12166,274.0,750
chan,5,14,135,258,35,12292,293.0,750
rw,5,14,359,34,407,11920,441.0,750
kenett,5,14,209,184,265,12062,449.0,750
fe,5,15,42,351,0,12327,351.0,750
goni,5,15,290,103,157,12170,260.0,750
chan,5,15,137,256,31,12296,287.0,750
rw,5,15,366,27,433,11894,460.0,750
kenett,5,15,212,181,262,12065,443.0,750
fe,5,16,45,348,0,12327,348.0,750
goni,5,16,303,90,174,12153,264.0,750
chan,5,16,138,255,25,12302,280.0,750
rw,5,16,367,26,457,11870,483.0,750
kenett,5,16,220,173,254,12073,427.0,750
fe,5,17,48,345,0,12327,345.0,750
goni,5,17,305,88,185,12142,273.0,750
chan,5,17,141,252,25,12302,277.0,750
rw,5,17,371,22,492,11835,514.0,750
kenett,5,17,220,173,254,12073,427.0,750
fe,5,18,51,342,0,12327,342.0,750
goni,5,18,310,83,186,12141,269.0,750
chan,5,18,139,254,26,12301,280.0,750
rw,5,18,374,19,513,11814,532.0,750
kenett,5,18,230,163,244,12083,407.0,750
fe,5,19,54,339,0,12327,339.0,750
goni,5,19,316,77,195,12132,272.0,750
chan,5,19,140,253,25,12302,278.0,750
rw,5,19,377,16,535,11792,551.0,750
kenett,5,19,235,158,239,12088,397.0,750
fe,5,20,56,337,0,12327,337.0,750
goni,5,20,321,72,199,12128,271.0,750
chan,5,20,141,252,21,12306,273.0,750
rw,5,20,379,14,561,11766,575.0,750
kenett,5,20,238,155,236,12091,391.0,750
fe,5,21,59,334,0,12327,334.0,750
goni,5,21,327,66,210,12117,276.0,750
chan,5,21,144,249,18,12309,267.0,750
rw,5,21,381,12,581,11746,593.0,750
kenett,5,21,238,155,236,12091,391.0,750
fe,5,22,62,331,0,12327,331.0,750
goni,5,22,332,61,214,12113,275.0,750
chan,5,22,145,248,17,12310,265.0,750
rw,5,22,381,12,605,11722,617.0,750
kenett,5,22,242,151,232,12095,383.0,750
fe,5,23,65,328,0,12327,328.0,750
goni,5,23,336,57,222,12105,279.0,750
chan,5,23,147,246,14,12313,260.0,750
rw,5,23,383,10,630,11697,640.0,750
kenett,5,23,245,148,229,12098,377.0,750
fe,5,24,67,326,0,12327,326.0,750
goni,5,24,339,54,224,12103,278.0,750
chan,5,24,146,247,14,12313,261.0,750
rw,5,24,385,8,654,11673,662.0,750
kenett,5,24,252,141,222,12105,363.0,750
fe,5,25,70,323,0,12327,323.0,750
goni,5,25,343,50,243,12084,293.0,750
chan,5,25,147,246,12,12315,258.0,750
rw,5,25,385,8,674,11653,682.0,750
kenett,5,25,250,143,224,12103,367.0,750
fe,5,26,72,321,0,12327,321.0,750
goni,5,26,349,44,254,12073,298.0,750
chan,5,26,150,243,9,12318,252.0,750
rw,5,26,386,7,693,11634,700.0,750
kenett,5,26,252,141,222,12105,363.0,750
fe,5,27,75,318,0,12327,318.0,750
goni,5,27,351,42,260,12067,302.0,750
chan,5,27,151,242,8,12319,250.0,750
rw,5,27,386,7,717,11610,724.0,750
kenett,5,27,256,137,218,12109,355.0,750
fe,5,28,78,315,0,12327,315.0,750
goni,5,28,356,37,267,12060,304.0,750
chan,5,28,152,241,7,12320,248.0,750
rw,5,28,387,6,733,11594,739.0,750
kenett,5,28,261,132,213,12114,345.0,750
fe,5,29,81,312,0,12327,312.0,750
goni,5,29,354,39,276,12051,315.0,750
chan,5,29,152,241,7,12320,248.0,750
rw,5,29,387,6,762,11565,768.0,750
kenett,5,29,259,134,215,12112,349.0,750
fe,5,30,83,310,0,12327,310.0,750
goni,5,30,356,37,283,12044,320.0,750
chan,5,30,152,241,7,12320,248.0,750
rw,5,30,388,5,776,11551,781.0,750
kenett,5,30,250,143,224,12103,367.0,750
fe,5,31,86,307,0,12327,307.0,750
goni,5,31,357,36,290,12037,326.0,750
chan,5,31,152,241,7,12320,248.0,750
rw,5,31,388,5,805,11522,810.0,750
kenett,5,31,253,140,221,12106,361.0,750
fe,5,32,89,304,0,12327,304.0,750
goni,5,32,360,33,301,12026,334.0,750
chan,5,32,153,240,6,12321,246.0,750
rw,5,32,389,4,825,11502,829.0,750
kenett,5,32,261,132,213,12114,345.0,750
fe,5,33,91,302,0,12327,302.0,750
goni,5,33,362,31,313,12014,344.0,750
chan,5,33,153,240,6,12321,246.0,750
rw,5,33,389,4,840,11487,844.0,750
kenett,5,33,263,130,211,12116,341.0,750
fe,5,34,93,300,0,12327,300.0,750
goni,5,34,367,26,327,12000,353.0,750
chan,5,34,153,240,6,12321,246.0,750
rw,5,34,389,4,860,11467,864.0,750
kenett,5,34,266,127,208,12119,335.0,750
fe,5,35,95,298,0,12327,298.0,750
goni,5,35,367,26,334,11993,360.0,750
chan,5,35,154,239,5,12322,244.0,750
rw,5,35,390,3,875,11452,878.0,750
kenett,5,35,269,124,205,12122,329.0,750
fe,5,36,97,296,0,12327,296.0,750
goni,5,36,367,26,339,11988,365.0,750
chan,5,36,154,239,5,12322,244.0,750
rw,5,36,390,3,891,11436,894.0,750
kenett,5,36,268,125,206,12121,331.0,750
fe,5,37,99,294,0,12327,294.0,750
goni,5,37,369,24,348,11979,372.0,750
chan,5,37,154,239,5,12322,244.0,750
rw,5,37,390,3,904,11423,907.0,750
kenett,5,37,269,124,205,12122,329.0,750
fe,5,38,102,291,0,12327,291.0,750
goni,5,38,373,20,358,11969,378.0,750
chan,5,38,154,239,5,12322,244.0,750
rw,5,38,390,3,924,11403,927.0,750
kenett,5,38,268,125,206,12121,331.0,750
fe,5,39,104,289,0,12327,289.0,750
goni,5,39,373,20,369,11958,389.0,750
chan,5,39,154,239,5,12322,244.0,750
rw,5,39,391,2,937,11390,939.0,750
kenett,5,39,271,122,203,12124,325.0,750
fe,5,40,105,288,0,12327,288.0,750
goni,5,40,373,20,370,11957,390.0,750
chan,5,40,154,239,5,12322,244.0,750
rw,5,40,391,2,958,11369,960.0,750
kenett,5,40,266,127,208,12119,335.0,750
fe,5,41,107,286,0,12327,286.0,750
goni,5,41,375,18,378,11949,396.0,750
chan,5,41,154,239,5,12322,244.0,750
rw,5,41,391,2,979,11348,981.0,750
kenett,5,41,265,128,209,12118,337.0,750
fe,5,42,109,284,0,12327,284.0,750
goni,5,42,377,16,387,11940,403.0,750
chan,5,42,154,239,5,12322,244.0,750
rw,5,42,392,1,993,11334,994.0,750
kenett,5,42,270,123,204,12123,327.0,750
fe,5,43,112,281,0,12327,281.0,750
goni,5,43,379,14,383,11944,397.0,750
chan,5,43,154,239,5,12322,244.0,750
rw,5,43,392,1,1006,11321,1007.0,750
kenett,5,43,265,128,209,12118,337.0,750
fe,5,44,114,279,0,12327,279.0,750
goni,5,44,379,14,382,11945,396.0,750
chan,5,44,154,239,5,12322,244.0,750
rw,5,44,392,1,1019,11308,1020.0,750
kenett,5,44,270,123,204,12123,327.0,750
fe,5,45,116,277,0,12327,277.0,750
goni,5,45,381,12,394,11933,406.0,750
chan,5,45,154,239,5,12322,244.0,750
rw,5,45,392,1,1039,11288,1040.0,750
kenett,5,45,262,131,212,12115,343.0,750
fe,5,46,118,275,0,12327,275.0,750
goni,5,46,380,13,399,11928,412.0,750
chan,5,46,154,239,5,12322,244.0,750
rw,5,46,392,1,1054,11273,1055.0,750
kenett,5,46,281,112,193,12134,305.0,750
fe,5,47,121,272,0,12327,272.0,750
goni,5,47,379,14,410,11917,424.0,750
chan,5,47,154,239,5,12322,244.0,750
rw,5,47,392,1,1070,11257,1071.0,750
kenett,5,47,282,111,192,12135,303.0,750
fe,5,48,124,269,0,12327,269.0,750
goni,5,48,378,15,416,11911,431.0,750
chan,5,48,154,239,5,12322,244.0,750
rw,5,48,392,1,1083,11244,1084.0,750
kenett,5,48,272,121,202,12125,323.0,750
fe,5,49,126,267,0,12327,267.0,750
goni,5,49,379,14,421,11906,435.0,750
chan,5,49,153,240,6,12321,246.0,750
rw,5,49,392,1,1101,11226,1102.0,750
kenett,5,49,276,117,198,12129,315.0,750
fe,5,50,127,266,0,12327,266.0,750
goni,5,50,381,12,425,11902,437.0,750
chan,5,50,153,240,6,12321,246.0,750
rw,5,50,392,1,1116,11211,1117.0,750
kenett,5,50,277,116,197,12130,313.0,750
fe,6,1,3,390,0,12327,390.0,900
goni,6,1,9,384,3,12324,387.0,900
chan,6,1,49,344,27,12300,371.0,900
rw,6,1,63,330,30,12297,360.0,900
kenett,6,1,13,380,152,12175,532.0,900
fe,6,2,5,388,0,12327,388.0,900
goni,6,2,26,367,7,12320,374.0,900
chan,6,2,63,330,42,12285,372.0,900
rw,6,2,107,286,63,12264,349.0,900
kenett,6,2,22,371,224,12103,595.0,900
fe,6,3,8,385,0,12327,385.0,900
goni,6,3,48,345,11,12316,356.0,900
chan,6,3,85,308,62,12265,370.0,900
rw,6,3,147,246,99,12228,345.0,900
kenett,6,3,14,379,340,11987,719.0,900
fe,6,4,11,382,0,12327,382.0,900
goni,6,4,77,316,20,12307,336.0,900
chan,6,4,95,298,76,12251,374.0,900
rw,6,4,187,206,132,12195,338.0,900
kenett,6,4,15,378,381,11946,759.0,900
fe,6,5,13,380,0,12327,380.0,900
goni,6,5,100,293,33,12294,326.0,900
chan,6,5,106,287,76,12251,363.0,900
rw,6,5,213,180,165,12162,345.0,900
kenett,6,5,19,374,404,11923,778.0,900
fe,6,6,16,377,0,12327,377.0,900
goni,6,6,122,271,47,12280,318.0,900
chan,6,6,108,285,68,12259,353.0,900
rw,6,6,233,160,202,12125,362.0,900
kenett,6,6,16,377,416,11911,793.0,900
fe,6,7,17,376,0,12327,376.0,900
goni,6,7,145,248,57,12270,305.0,900
chan,6,7,110,283,70,12257,353.0,900
rw,6,7,248,145,235,12092,380.0,900
kenett,6,7,17,376,427,11900,803.0,900
fe,6,8,20,373,0,12327,373.0,900
goni,6,8,167,226,72,12255,298.0,900
chan,6,8,123,270,71,12256,341.0,900
rw,6,8,279,114,265,12062,379.0,900
kenett,6,8,20,373,442,11885,815.0,900
fe,6,9,23,370,0,12327,370.0,900
goni,6,9,188,205,86,12241,291.0,900
chan,6,9,120,273,71,12256,344.0,900
rw,6,9,300,93,302,12025,395.0,900
kenett,6,9,21,372,444,11883,816.0,900
fe,6,10,26,367,0,12327,367.0,900
goni,6,10,212,181,104,12223,285.0,900
chan,6,10,129,264,60,12267,324.0,900
rw,6,10,316,77,325,12002,402.0,900
kenett,6,10,28,365,440,11887,805.0,900
fe,6,11,28,365,0,12327,365.0,900
goni,6,11,235,158,118,12209,276.0,900
chan,6,11,127,266,45,12282,311.0,900
rw,6,11,328,65,350,11977,415.0,900
kenett,6,11,187,206,287,12040,493.0,900
fe,6,12,31,362,0,12327,362.0,900
goni,6,12,242,151,137,12190,288.0,900
chan,6,12,126,267,46,12281,313.0,900
rw,6,12,336,57,375,11952,432.0,900
kenett,6,12,195,198,279,12048,477.0,900
fe,6,13,33,360,0,12327,360.0,900
goni,6,13,261,132,158,12169,290.0,900
chan,6,13,127,266,46,12281,312.0,900
rw,6,13,344,49,398,11929,447.0,900
kenett,6,13,201,192,273,12054,465.0,900
fe,6,14,36,357,0,12327,357.0,900
goni,6,14,267,126,172,12155,298.0,900
chan,6,14,128,265,36,12291,301.0,900
rw,6,14,352,41,422,11905,463.0,900
kenett,6,14,211,182,263,12064,445.0,900
fe,6,15,38,355,0,12327,355.0,900
goni,6,15,279,114,186,12141,300.0,900
chan,6,15,133,260,33,12294,293.0,900
rw,6,15,359,34,443,11884,477.0,900
kenett,6,15,212,181,262,12065,443.0,900
fe,6,16,41,352,0,12327,352.0,900
goni,6,16,287,106,205,12122,311.0,900
chan,6,16,130,263,36,12291,299.0,900
rw,6,16,364,29,469,11858,498.0,900
kenett,6,16,206,187,268,12059,455.0,900
fe,6,17,44,349,0,12327,349.0,900
goni,6,17,297,96,208,12119,304.0,900
chan,6,17,132,261,31,12296,292.0,900
rw,6,17,366,27,487,11840,514.0,900
kenett,6,17,213,180,261,12066,441.0,900
fe,6,18,45,348,0,12327,348.0,900
goni,6,18,301,92,209,12118,301.0,900
chan,6,18,134,259,29,12298,288.0,900
rw,6,18,372,21,514,11813,535.0,900
kenett,6,18,226,167,248,12079,415.0,900
fe,6,19,48,345,0,12327,345.0,900
goni,6,19,300,93,217,12110,310.0,900
chan,6,19,135,258,29,12298,287.0,900
rw,6,19,375,18,539,11788,557.0,900
kenett,6,19,228,165,246,12081,411.0,900
fe,6,20,51,342,0,12327,342.0,900
goni,6,20,305,88,217,12110,305.0,900
chan,6,20,135,258,29,12298,287.0,900
rw,6,20,378,15,567,11760,582.0,900
kenett,6,20,229,164,245,12082,409.0,900
fe,6,21,52,341,0,12327,341.0,900
goni,6,21,311,82,234,12093,316.0,900
chan,6,21,135,258,28,12299,286.0,900
rw,6,21,381,12,587,11740,599.0,900
kenett,6,21,226,167,248,12079,415.0,900
fe,6,22,55,338,0,12327,338.0,900
goni,6,22,318,75,235,12092,310.0,900
chan,6,22,133,260,28,12299,288.0,900
rw,6,22,383,10,617,11710,627.0,900
kenett,6,22,245,148,229,12098,377.0,900
fe,6,23,58,335,0,12327,335.0,900
goni,6,23,327,66,236,12091,302.0,900
chan,6,23,135,258,26,12301,284.0,900
rw,6,23,385,8,640,11687,648.0,900
kenett,6,23,246,147,228,12099,375.0,900
fe,6,24,61,332,0,12327,332.0,900
goni,6,24,328,65,255,12072,320.0,900
chan,6,24,139,254,21,12306,275.0,900
rw,6,24,386,7,662,11665,669.0,900
kenett,6,24,257,136,217,12110,353.0,900
fe,6,25,64,329,0,12327,329.0,900
goni,6,25,334,59,256,12071,315.0,900
chan,6,25,143,250,16,12311,266.0,900
rw,6,25,387,6,682,11645,688.0,900
kenett,6,25,249,144,225,12102,369.0,900
fe,6,26,66,327,0,12327,327.0,900
goni,6,26,341,52,261,12066,313.0,900
chan,6,26,144,249,15,12312,264.0,900
rw,6,26,387,6,703,11624,709.0,900
kenett,6,26,239,154,235,12092,389.0,900
fe,6,27,68,325,0,12327,325.0,900
goni,6,27,346,47,263,12064,310.0,900
chan,6,27,144,249,15,12312,264.0,900
rw,6,27,388,5,719,11608,724.0,900
kenett,6,27,243,150,231,12096,381.0,900
fe,6,28,71,322,0,12327,322.0,900
goni,6,28,345,48,277,12050,325.0,900
chan,6,28,146,247,14,12313,261.0,900
rw,6,28,388,5,739,11588,744.0,900
kenett,6,28,247,146,227,12100,373.0,900
fe,6,29,73,320,0,12327,320.0,900
goni,6,29,354,39,281,12046,320.0,900
chan,6,29,145,248,14,12313,262.0,900
rw,6,29,389,4,754,11573,758.0,900
kenett,6,29,245,148,229,12098,377.0,900
fe,6,30,76,317,0,12327,317.0,900
goni,6,30,356,37,285,12042,322.0,900
chan,6,30,144,249,15,12312,264.0,900
rw,6,30,389,4,772,11555,776.0,900
kenett,6,30,253,140,221,12106,361.0,900
fe,6,31,79,314,0,12327,314.0,900
goni,6,31,356,37,292,12035,329.0,900
chan,6,31,145,248,14,12313,262.0,900
rw,6,31,389,4,787,11540,791.0,900
kenett,6,31,247,146,227,12100,373.0,900
fe,6,32,81,312,0,12327,312.0,900
goni,6,32,356,37,296,12031,333.0,900
chan,6,32,145,248,15,12312,263.0,900
rw,6,32,389,4,806,11521,810.0,900
kenett,6,32,253,140,221,12106,361.0,900
fe,6,33,84,309,0,12327,309.0,900
goni,6,33,355,38,303,12024,341.0,900
chan,6,33,145,248,15,12312,263.0,900
rw,6,33,389,4,823,11504,827.0,900
kenett,6,33,255,138,219,12108,357.0,900
fe,6,34,87,306,0,12327,306.0,900
goni,6,34,356,37,322,12005,359.0,900
chan,6,34,146,247,14,12313,261.0,900
rw,6,34,390,3,837,11490,840.0,900
kenett,6,34,256,137,218,12109,355.0,900
fe,6,35,90,303,0,12327,303.0,900
goni,6,35,358,35,328,11999,363.0,900
chan,6,35,145,248,14,12313,262.0,900
rw,6,35,390,3,859,11468,862.0,900
kenett,6,35,262,131,212,12115,343.0,900
fe,6,36,92,301,0,12327,301.0,900
goni,6,36,363,30,334,11993,364.0,900
chan,6,36,146,247,13,12314,260.0,900
rw,6,36,391,2,871,11456,873.0,900
kenett,6,36,264,129,210,12117,339.0,900
fe,6,37,95,298,0,12327,298.0,900
goni,6,37,362,31,337,11990,368.0,900
chan,6,37,148,245,13,12314,258.0,900
rw,6,37,391,2,885,11442,887.0,900
kenett,6,37,261,132,213,12114,345.0,900
fe,6,38,97,296,0,12327,296.0,900
goni,6,38,364,29,348,11979,377.0,900
chan,6,38,148,245,12,12315,257.0,900
rw,6,38,391,2,907,11420,909.0,900
kenett,6,38,262,131,212,12115,343.0,900
fe,6,39,100,293,0,12327,293.0,900
goni,6,39,365,28,349,11978,377.0,900
chan,6,39,149,244,11,12316,255.0,900
rw,6,39,391,2,926,11401,928.0,900
kenett,6,39,261,132,213,12114,345.0,900
fe,6,40,102,291,0,12327,291.0,900
goni,6,40,367,26,356,11971,382.0,900
chan,6,40,149,244,11,12316,255.0,900
rw,6,40,391,2,941,11386,943.0,900
kenett,6,40,265,128,209,12118,337.0,900
fe,6,41,105,288,0,12327,288.0,900
goni,6,41,369,24,360,11967,384.0,900
chan,6,41,149,244,11,12316,255.0,900
rw,6,41,391,2,958,11369,960.0,900
kenett,6,41,263,130,211,12116,341.0,900
fe,6,42,107,286,0,12327,286.0,900
goni,6,42,371,22,369,11958,391.0,900
chan,6,42,149,244,12,12315,256.0,900
rw,6,42,391,2,974,11353,976.0,900
kenett,6,42,266,127,208,12119,335.0,900
fe,6,43,109,284,0,12327,284.0,900
goni,6,43,371,22,378,11949,400.0,900
chan,6,43,149,244,11,12316,255.0,900
rw,6,43,393,0,991,11336,991.0,900
kenett,6,43,265,128,209,12118,337.0,900
fe,6,44,111,282,0,12327,282.0,900
goni,6,44,372,21,387,11940,408.0,900
chan,6,44,149,244,11,12316,255.0,900
rw,6,44,393,0,1011,11316,1011.0,900
kenett,6,44,263,130,211,12116,341.0,900
fe,6,45,113,280,0,12327,280.0,900
goni,6,45,373,20,397,11930,417.0,900
chan,6,45,151,242,9,12318,251.0,900
rw,6,45,393,0,1025,11302,1025.0,900
kenett,6,45,267,126,207,12120,333.0,900
fe,6,46,115,278,0,12327,278.0,900
goni,6,46,373,20,403,11924,423.0,900
chan,6,46,153,240,8,12319,248.0,900
rw,6,46,393,0,1044,11283,1044.0,900
kenett,6,46,271,122,203,12124,325.0,900
fe,6,47,118,275,0,12327,275.0,900
goni,6,47,375,18,413,11914,431.0,900
chan,6,47,152,241,8,12319,249.0,900
rw,6,47,393,0,1065,11262,1065.0,900
kenett,6,47,272,121,202,12125,323.0,900
fe,6,48,121,272,0,12327,272.0,900
goni,6,48,376,17,419,11908,436.0,900
chan,6,48,153,240,7,12320,247.0,900
rw,6,48,393,0,1082,11245,1082.0,900
kenett,6,48,272,121,202,12125,323.0,900
fe,6,49,122,271,0,12327,271.0,900
goni,6,49,375,18,420,11907,438.0,900
chan,6,49,152,241,8,12319,249.0,900
rw,6,49,393,0,1100,11227,1100.0,900
kenett,6,49,272,121,202,12125,323.0,900
fe,6,50,124,269,0,12327,269.0,900
goni,6,50,376,17,421,11906,438.0,900
chan,6,50,152,241,8,12319,249.0,900
rw,6,50,393,0,1116,11211,1116.0,900
kenett,6,50,271,122,203,12124,325.0,900
fe,7,1,3,390,0,12327,390.0,1050
goni,7,1,6,387,0,12327,387.0,1050
chan,7,1,65,328,28,12299,356.0,1050
rw,7,1,69,324,29,12298,353.0,1050
kenett,7,1,20,373,217,12110,590.0,1050
fe,7,2,6,387,0,12327,387.0,1050
goni,7,2,27,366,7,12320,373.0,1050
chan,7,2,102,291,45,12282,336.0,1050
rw,7,2,122,271,61,12266,332.0,1050
kenett,7,2,28,365,317,12010,682.0,1050
fe,7,3,9,384,0,12327,384.0,1050
goni,7,3,59,334,19,12308,353.0,1050
chan,7,3,105,288,58,12269,346.0,1050
rw,7,3,160,233,92,12235,325.0,1050
kenett,7,3,17,376,358,11969,734.0,1050
fe,7,4,12,381,0,12327,381.0,1050
goni,7,4,84,309,30,12297,339.0,1050
chan,7,4,112,281,83,12244,364.0,1050
rw,7,4,199,194,130,12197,324.0,1050
kenett,7,4,17,376,415,11912,791.0,1050
fe,7,5,15,378,0,12327,378.0,1050
goni,7,5,114,279,40,12287,319.0,1050
chan,7,5,126,267,79,12248,346.0,1050
rw,7,5,228,165,156,12171,321.0,1050
kenett,7,5,19,374,425,11902,799.0,1050
fe,7,6,18,375,0,12327,375.0,1050
goni,7,6,129,264,49,12278,313.0,1050
chan,7,6,125,268,79,12248,347.0,1050
rw,7,6,254,139,188,12139,327.0,1050
kenett,7,6,24,369,429,11898,798.0,1050
fe,7,7,20,373,0,12327,373.0,1050
goni,7,7,161,232,62,12265,294.0,1050
chan,7,7,128,265,70,12257,335.0,1050
rw,7,7,279,114,209,12118,323.0,1050
kenett,7,7,26,367,433,11894,800.0,1050
fe,7,8,23,370,0,12327,370.0,1050
goni,7,8,185,208,69,12258,277.0,1050
chan,7,8,129,264,67,12260,331.0,1050
rw,7,8,291,102,236,12091,338.0,1050
kenett,7,8,28,365,431,11896,796.0,1050
fe,7,9,26,367,0,12327,367.0,1050
goni,7,9,196,197,77,12250,274.0,1050
chan,7,9,134,259,56,12271,315.0,1050
rw,7,9,310,83,264,12063,347.0,1050
kenett,7,9,28,365,437,11890,802.0,1050
fe,7,10,29,364,0,12327,364.0,1050
goni,7,10,218,175,89,12238,264.0,1050
chan,7,10,131,262,46,12281,308.0,1050
rw,7,10,323,70,285,12042,355.0,1050
kenett,7,10,30,363,438,11889,801.0,1050
fe,7,11,32,361,0,12327,361.0,1050
goni,7,11,232,161,104,12223,265.0,1050
chan,7,11,131,262,45,12282,307.0,1050
rw,7,11,333,60,314,12013,374.0,1050
kenett,7,11,31,362,440,11887,802.0,1050
fe,7,12,35,358,0,12327,358.0,1050
goni,7,12,244,149,122,12205,271.0,1050
chan,7,12,135,258,43,12284,301.0,1050
rw,7,12,341,52,349,11978,401.0,1050
kenett,7,12,187,206,287,12040,493.0,1050
fe,7,13,38,355,0,12327,355.0,1050
goni,7,13,254,139,133,12194,272.0,1050
chan,7,13,132,261,44,12283,305.0,1050
rw,7,13,348,45,380,11947,425.0,1050
kenett,7,13,192,201,282,12045,483.0,1050
fe,7,14,41,352,0,12327,352.0,1050
goni,7,14,267,126,131,12196,257.0,1050
chan,7,14,137,256,37,12290,293.0,1050
rw,7,14,355,38,409,11918,447.0,1050
kenett,7,14,188,205,286,12041,491.0,1050
fe,7,15,43,350,0,12327,350.0,1050
goni,7,15,275,118,150,12177,268.0,1050
chan,7,15,133,260,39,12288,299.0,1050
rw,7,15,359,34,435,11892,469.0,1050
kenett,7,15,187,206,287,12040,493.0,1050
fe,7,16,46,347,0,12327,347.0,1050
goni,7,16,297,96,166,12161,262.0,1050
chan,7,16,134,259,32,12295,291.0,1050
rw,7,16,367,26,460,11867,486.0,1050
kenett,7,16,208,185,266,12061,451.0,1050
fe,7,17,49,344,0,12327,344.0,1050
goni,7,17,302,91,175,12152,266.0,1050
chan,7,17,136,257,29,12298,286.0,1050
rw,7,17,368,25,489,11838,514.0,1050
kenett,7,17,217,176,257,12070,433.0,1050
fe,7,18,52,341,0,12327,341.0,1050
goni,7,18,309,84,185,12142,269.0,1050
chan,7,18,133,260,30,12297,290.0,1050
rw,7,18,374,19,511,11816,530.0,1050
kenett,7,18,219,174,255,12072,429.0,1050
fe,7,19,55,338,0,12327,338.0,1050
goni,7,19,311,82,197,12130,279.0,1050
chan,7,19,135,258,31,12296,289.0,1050
rw,7,19,374,19,534,11793,553.0,1050
kenett,7,19,223,170,251,12076,421.0,1050
fe,7,20,58,335,0,12327,335.0,1050
goni,7,20,319,74,200,12127,274.0,1050
chan,7,20,133,260,32,12295,292.0,1050
rw,7,20,376,17,561,11766,578.0,1050
kenett,7,20,219,174,255,12072,429.0,1050
fe,7,21,60,333,0,12327,333.0,1050
goni,7,21,328,65,214,12113,279.0,1050
chan,7,21,135,258,30,12297,288.0,1050
rw,7,21,378,15,581,11746,596.0,1050
kenett,7,21,228,165,246,12081,411.0,1050
fe,7,22,63,330,0,12327,330.0,1050
goni,7,22,327,66,220,12107,286.0,1050
chan,7,22,135,258,30,12297,288.0,1050
rw,7,22,381,12,600,11727,612.0,1050
kenett,7,22,235,158,239,12088,397.0,1050
fe,7,23,66,327,0,12327,327.0,1050
goni,7,23,331,62,235,12092,297.0,1050
chan,7,23,138,255,29,12298,284.0,1050
rw,7,23,382,11,631,11696,642.0,1050
kenett,7,23,237,156,237,12090,393.0,1050
fe,7,24,69,324,0,12327,324.0,1050
goni,7,24,337,56,238,12089,294.0,1050
chan,7,24,140,253,27,12300,280.0,1050
rw,7,24,384,9,647,11680,656.0,1050
kenett,7,24,245,148,229,12098,377.0,1050
fe,7,25,70,323,0,12327,323.0,1050
goni,7,25,339,54,249,12078,303.0,1050
chan,7,25,141,252,25,12302,277.0,1050
rw,7,25,385,8,670,11657,678.0,1050
kenett,7,25,243,150,231,12096,381.0,1050
