method,simnum,listnum,hit,miss,fa,cr,cost,startseed
rw,7,26,387,6,649,11678,655.0,1050
goni,7,26,346,47,245,12082,292.0,1050
chan,7,26,150,243,11,12316,254.0,1050
kenett,7,26,248,145,226,12101,371.0,1050
fe,7,26,67,326,0,12327,326.0,1050
rw,7,27,388,5,674,11653,679.0,1050
goni,7,27,350,43,252,12075,295.0,1050
chan,7,27,149,244,10,12317,254.0,1050
kenett,7,27,247,146,227,12100,373.0,1050
fe,7,27,69,324,0,12327,324.0,1050
rw,7,28,388,5,696,11631,701.0,1050
goni,7,28,351,42,261,12066,303.0,1050
chan,7,28,150,243,10,12317,253.0,1050
kenett,7,28,244,149,230,12097,379.0,1050
fe,7,28,71,322,0,12327,322.0,1050
rw,7,29,388,5,724,11603,729.0,1050
goni,7,29,354,39,274,12053,313.0,1050
chan,7,29,151,242,9,12318,251.0,1050
kenett,7,29,245,148,229,12098,377.0,1050
fe,7,29,72,321,0,12327,321.0,1050
rw,7,30,388,5,744,11583,749.0,1050
goni,7,30,355,38,273,12054,311.0,1050
chan,7,30,152,241,8,12319,249.0,1050
kenett,7,30,247,146,227,12100,373.0,1050
fe,7,30,74,319,0,12327,319.0,1050
rw,7,31,388,5,765,11562,770.0,1050
goni,7,31,358,35,289,12038,324.0,1050
chan,7,31,151,242,9,12318,251.0,1050
kenett,7,31,259,134,215,12112,349.0,1050
fe,7,31,76,317,0,12327,317.0,1050
rw,7,32,388,5,785,11542,790.0,1050
goni,7,32,361,32,287,12040,319.0,1050
chan,7,32,151,242,10,12317,252.0,1050
kenett,7,32,252,141,222,12105,363.0,1050
fe,7,32,78,315,0,12327,315.0,1050
rw,7,33,389,4,801,11526,805.0,1050
goni,7,33,361,32,305,12022,337.0,1050
chan,7,33,152,241,8,12319,249.0,1050
kenett,7,33,253,140,221,12106,361.0,1050
fe,7,33,80,313,0,12327,313.0,1050
rw,7,34,390,3,823,11504,826.0,1050
goni,7,34,360,33,310,12017,343.0,1050
chan,7,34,152,241,8,12319,249.0,1050
kenett,7,34,253,140,221,12106,361.0,1050
fe,7,34,81,312,0,12327,312.0,1050
rw,7,35,390,3,840,11487,843.0,1050
goni,7,35,365,28,317,12010,345.0,1050
chan,7,35,152,241,9,12318,250.0,1050
kenett,7,35,258,135,216,12111,351.0,1050
fe,7,35,83,310,0,12327,310.0,1050
rw,7,36,391,2,857,11470,859.0,1050
goni,7,36,368,25,318,12009,343.0,1050
chan,7,36,152,241,9,12318,250.0,1050
kenett,7,36,263,130,211,12116,341.0,1050
fe,7,36,86,307,0,12327,307.0,1050
rw,7,37,391,2,875,11452,877.0,1050
goni,7,37,367,26,326,12001,352.0,1050
chan,7,37,151,242,8,12319,250.0,1050
kenett,7,37,265,128,209,12118,337.0,1050
fe,7,37,89,304,0,12327,304.0,1050
rw,7,38,391,2,896,11431,898.0,1050
goni,7,38,365,28,334,11993,362.0,1050
chan,7,38,152,241,7,12320,248.0,1050
kenett,7,38,266,127,208,12119,335.0,1050
fe,7,38,92,301,0,12327,301.0,1050
rw,7,39,391,2,915,11412,917.0,1050
goni,7,39,366,27,343,11984,370.0,1050
chan,7,39,152,241,7,12320,248.0,1050
kenett,7,39,272,121,202,12125,323.0,1050
fe,7,39,93,300,0,12327,300.0,1050
rw,7,40,391,2,938,11389,940.0,1050
goni,7,40,368,25,347,11980,372.0,1050
chan,7,40,152,241,7,12320,248.0,1050
kenett,7,40,267,126,207,12120,333.0,1050
fe,7,40,95,298,0,12327,298.0,1050
rw,7,41,391,2,955,11372,957.0,1050
goni,7,41,371,22,357,11970,379.0,1050
chan,7,41,152,241,7,12320,248.0,1050
kenett,7,41,273,120,201,12126,321.0,1050
fe,7,41,97,296,0,12327,296.0,1050
rw,7,42,391,2,976,11351,978.0,1050
goni,7,42,373,20,364,11963,384.0,1050
chan,7,42,153,240,6,12321,246.0,1050
kenett,7,42,273,120,201,12126,321.0,1050
fe,7,42,100,293,0,12327,293.0,1050
rw,7,43,391,2,992,11335,994.0,1050
goni,7,43,374,19,365,11962,384.0,1050
chan,7,43,152,241,7,12320,248.0,1050
kenett,7,43,278,115,196,12131,311.0,1050
fe,7,43,103,290,0,12327,290.0,1050
rw,7,44,392,1,1008,11319,1009.0,1050
goni,7,44,376,17,370,11957,387.0,1050
chan,7,44,152,241,7,12320,248.0,1050
kenett,7,44,272,121,202,12125,323.0,1050
fe,7,44,106,287,0,12327,287.0,1050
rw,7,45,392,1,1028,11299,1029.0,1050
goni,7,45,376,17,378,11949,395.0,1050
chan,7,45,152,241,7,12320,248.0,1050
kenett,7,45,275,118,199,12128,317.0,1050
fe,7,45,108,285,0,12327,285.0,1050
rw,7,46,392,1,1048,11279,1049.0,1050
goni,7,46,376,17,385,11942,402.0,1050
chan,7,46,152,241,7,12320,248.0,1050
kenett,7,46,267,126,207,12120,333.0,1050
fe,7,46,111,282,0,12327,282.0,1050
rw,7,47,393,0,1064,11263,1064.0,1050
goni,7,47,376,17,402,11925,419.0,1050
chan,7,47,153,240,6,12321,246.0,1050
kenett,7,47,279,114,195,12132,309.0,1050
fe,7,47,114,279,0,12327,279.0,1050
rw,7,48,393,0,1079,11248,1079.0,1050
goni,7,48,377,16,412,11915,428.0,1050
chan,7,48,154,239,5,12322,244.0,1050
kenett,7,48,280,113,194,12133,307.0,1050
fe,7,48,116,277,0,12327,277.0,1050
rw,7,49,393,0,1094,11233,1094.0,1050
goni,7,49,376,17,417,11910,434.0,1050
chan,7,49,154,239,5,12322,244.0,1050
kenett,7,49,272,121,202,12125,323.0,1050
fe,7,49,119,274,0,12327,274.0,1050
rw,7,50,393,0,1103,11224,1103.0,1050
goni,7,50,379,14,422,11905,436.0,1050
chan,7,50,154,239,5,12322,244.0,1050
kenett,7,50,272,121,202,12125,323.0,1050
fe,7,50,122,271,0,12327,271.0,1050
rw,8,1,65,328,32,12295,360.0,1200
goni,8,1,9,384,2,12325,386.0,1200
chan,8,1,52,341,31,12296,372.0,1200
kenett,8,1,14,379,214,12113,593.0,1200
fe,8,1,3,390,0,12327,390.0,1200
rw,8,2,122,271,63,12264,334.0,1200
goni,8,2,32,361,7,12320,368.0,1200
chan,8,2,86,307,50,12277,357.0,1200
kenett,8,2,13,380,326,12001,706.0,1200
fe,8,2,6,387,0,12327,387.0,1200
rw,8,3,167,226,91,12236,317.0,1200
goni,8,3,58,335,13,12314,348.0,1200
chan,8,3,105,288,60,12267,348.0,1200
kenett,8,3,15,378,366,11961,744.0,1200
fe,8,3,9,384,0,12327,384.0,1200
rw,8,4,209,184,122,12205,306.0,1200
goni,8,4,86,307,20,12307,327.0,1200
chan,8,4,112,281,76,12251,357.0,1200
kenett,8,4,16,377,404,11923,781.0,1200
fe,8,4,12,381,0,12327,381.0,1200
rw,8,5,239,154,146,12181,300.0,1200
goni,8,5,112,281,33,12294,314.0,1200
chan,8,5,132,261,72,12255,333.0,1200
kenett,8,5,15,378,423,11904,801.0,1200
fe,8,5,15,378,0,12327,378.0,1200
rw,8,6,260,133,178,12149,311.0,1200
goni,8,6,143,250,43,12284,293.0,1200
chan,8,6,137,256,62,12265,318.0,1200
kenett,8,6,18,375,423,11904,798.0,1200
fe,8,6,18,375,0,12327,375.0,1200
rw,8,7,282,111,204,12123,315.0,1200
goni,8,7,167,226,54,12273,280.0,1200
chan,8,7,134,259,54,12273,313.0,1200
kenett,8,7,27,366,429,11898,795.0,1200
fe,8,7,21,372,0,12327,372.0,1200
rw,8,8,301,92,229,12098,321.0,1200
goni,8,8,187,206,70,12257,276.0,1200
chan,8,8,135,258,48,12279,306.0,1200
kenett,8,8,31,362,428,11899,790.0,1200
fe,8,8,24,369,0,12327,369.0,1200
rw,8,9,315,78,261,12066,339.0,1200
goni,8,9,215,178,75,12252,253.0,1200
chan,8,9,136,257,48,12279,305.0,1200
kenett,8,9,19,374,446,11881,820.0,1200
fe,8,9,27,366,0,12327,366.0,1200
rw,8,10,329,64,288,12039,352.0,1200
goni,8,10,228,165,83,12244,248.0,1200
chan,8,10,137,256,43,12284,299.0,1200
kenett,8,10,21,372,444,11883,816.0,1200
fe,8,10,30,363,0,12327,363.0,1200
rw,8,11,332,61,314,12013,375.0,1200
goni,8,11,235,158,91,12236,249.0,1200
chan,8,11,139,254,42,12285,296.0,1200
kenett,8,11,26,367,439,11888,806.0,1200
fe,8,11,33,360,0,12327,360.0,1200
rw,8,12,341,52,347,11980,399.0,1200
goni,8,12,250,143,102,12225,245.0,1200
chan,8,12,143,250,33,12294,283.0,1200
kenett,8,12,22,371,446,11881,817.0,1200
fe,8,12,36,357,0,12327,357.0,1200
rw,8,13,349,44,375,11952,419.0,1200
goni,8,13,259,134,115,12212,249.0,1200
chan,8,13,141,252,28,12299,280.0,1200
kenett,8,13,23,370,445,11882,815.0,1200
fe,8,13,38,355,0,12327,355.0,1200
rw,8,14,354,39,405,11922,444.0,1200
goni,8,14,272,121,128,12199,249.0,1200
chan,8,14,136,257,30,12297,287.0,1200
kenett,8,14,23,370,445,11882,815.0,1200
fe,8,14,41,352,0,12327,352.0,1200
rw,8,15,355,38,427,11900,465.0,1200
goni,8,15,279,114,129,12198,243.0,1200
chan,8,15,138,255,29,12298,284.0,1200
kenett,8,15,28,365,440,11887,805.0,1200
fe,8,15,44,349,0,12327,349.0,1200
rw,8,16,366,27,454,11873,481.0,1200
goni,8,16,287,106,143,12184,249.0,1200
chan,8,16,141,252,27,12300,279.0,1200
kenett,8,16,224,169,250,12077,419.0,1200
fe,8,16,47,346,0,12327,346.0,1200
rw,8,17,368,25,475,11852,500.0,1200
goni,8,17,296,97,150,12177,247.0,1200
chan,8,17,143,250,22,12305,272.0,1200
kenett,8,17,209,184,265,12062,449.0,1200
fe,8,17,50,343,0,12327,343.0,1200
rw,8,18,373,20,503,11824,523.0,1200
goni,8,18,303,90,157,12170,247.0,1200
chan,8,18,142,251,22,12305,273.0,1200
kenett,8,18,231,162,243,12084,405.0,1200
fe,8,18,52,341,0,12327,341.0,1200
rw,8,19,376,17,528,11799,545.0,1200
goni,8,19,316,77,167,12160,244.0,1200
chan,8,19,142,251,20,12307,271.0,1200
kenett,8,19,225,168,249,12078,417.0,1200
fe,8,19,55,338,0,12327,338.0,1200
rw,8,20,378,15,556,11771,571.0,1200
goni,8,20,319,74,175,12152,249.0,1200
chan,8,20,142,251,20,12307,271.0,1200
kenett,8,20,239,154,235,12092,389.0,1200
fe,8,20,58,335,0,12327,335.0,1200
rw,8,21,381,12,583,11744,595.0,1200
goni,8,21,325,68,185,12142,253.0,1200
chan,8,21,144,249,18,12309,267.0,1200
kenett,8,21,231,162,243,12084,405.0,1200
fe,8,21,61,332,0,12327,332.0,1200
rw,8,22,382,11,599,11728,610.0,1200
goni,8,22,332,61,185,12142,246.0,1200
chan,8,22,147,246,15,12312,261.0,1200
kenett,8,22,232,161,242,12085,403.0,1200
fe,8,22,64,329,0,12327,329.0,1200
rw,8,23,384,9,627,11700,636.0,1200
goni,8,23,338,55,198,12129,253.0,1200
chan,8,23,147,246,15,12312,261.0,1200
kenett,8,23,243,150,231,12096,381.0,1200
fe,8,23,67,326,0,12327,326.0,1200
rw,8,24,386,7,649,11678,656.0,1200
goni,8,24,341,52,205,12122,257.0,1200
chan,8,24,151,242,12,12315,254.0,1200
kenett,8,24,248,145,226,12101,371.0,1200
fe,8,24,70,323,0,12327,323.0,1200
rw,8,25,389,4,667,11660,671.0,1200
goni,8,25,344,49,211,12116,260.0,1200
chan,8,25,150,243,10,12317,253.0,1200
kenett,8,25,257,136,217,12110,353.0,1200
fe,8,25,72,321,0,12327,321.0,1200
rw,8,26,389,4,684,11643,688.0,1200
goni,8,26,346,47,224,12103,271.0,1200
chan,8,26,150,243,10,12317,253.0,1200
kenett,8,26,238,155,236,12091,391.0,1200
fe,8,26,74,319,0,12327,319.0,1200
rw,8,27,389,4,709,11618,713.0,1200
goni,8,27,351,42,231,12096,273.0,1200
chan,8,27,151,242,8,12319,250.0,1200
kenett,8,27,239,154,235,12092,389.0,1200
fe,8,27,76,317,0,12327,317.0,1200
rw,8,28,389,4,728,11599,732.0,1200
goni,8,28,355,38,247,12080,285.0,1200
chan,8,28,151,242,8,12319,250.0,1200
kenett,8,28,242,151,232,12095,383.0,1200
fe,8,28,79,314,0,12327,314.0,1200
rw,8,29,389,4,747,11580,751.0,1200
goni,8,29,360,33,252,12075,285.0,1200
chan,8,29,152,241,11,12316,252.0,1200
kenett,8,29,248,145,226,12101,371.0,1200
fe,8,29,81,312,0,12327,312.0,1200
rw,8,30,389,4,765,11562,769.0,1200
goni,8,30,361,32,258,12069,290.0,1200
chan,8,30,153,240,10,12317,250.0,1200
kenett,8,30,248,145,226,12101,371.0,1200
fe,8,30,84,309,0,12327,309.0,1200
rw,8,31,389,4,782,11545,786.0,1200
goni,8,31,362,31,264,12063,295.0,1200
chan,8,31,153,240,10,12317,250.0,1200
kenett,8,31,249,144,225,12102,369.0,1200
fe,8,31,85,308,0,12327,308.0,1200
rw,8,32,390,3,801,11526,804.0,1200
goni,8,32,366,27,273,12054,300.0,1200
chan,8,32,152,241,10,12317,251.0,1200
kenett,8,32,253,140,221,12106,361.0,1200
fe,8,32,87,306,0,12327,306.0,1200
rw,8,33,390,3,824,11503,827.0,1200
goni,8,33,367,26,282,12045,308.0,1200
chan,8,33,154,239,9,12318,248.0,1200
kenett,8,33,245,148,229,12098,377.0,1200
fe,8,33,90,303,0,12327,303.0,1200
rw,8,34,390,3,840,11487,843.0,1200
goni,8,34,371,22,289,12038,311.0,1200
chan,8,34,153,240,10,12317,250.0,1200
kenett,8,34,257,136,217,12110,353.0,1200
fe,8,34,90,303,0,12327,303.0,1200
rw,8,35,390,3,858,11469,861.0,1200
goni,8,35,372,21,291,12036,312.0,1200
chan,8,35,154,239,9,12318,248.0,1200
kenett,8,35,255,138,219,12108,357.0,1200
fe,8,35,93,300,0,12327,300.0,1200
rw,8,36,391,2,882,11445,884.0,1200
goni,8,36,371,22,295,12032,317.0,1200
chan,8,36,153,240,9,12318,249.0,1200
kenett,8,36,253,140,221,12106,361.0,1200
fe,8,36,94,299,0,12327,299.0,1200
rw,8,37,391,2,900,11427,902.0,1200
goni,8,37,372,21,301,12026,322.0,1200
chan,8,37,153,240,9,12318,249.0,1200
kenett,8,37,253,140,221,12106,361.0,1200
fe,8,37,95,298,0,12327,298.0,1200
rw,8,38,391,2,912,11415,914.0,1200
goni,8,38,373,20,312,12015,332.0,1200
chan,8,38,153,240,9,12318,249.0,1200
kenett,8,38,259,134,215,12112,349.0,1200
fe,8,38,98,295,0,12327,295.0,1200
rw,8,39,391,2,934,11393,936.0,1200
goni,8,39,375,18,317,12010,335.0,1200
chan,8,39,153,240,9,12318,249.0,1200
kenett,8,39,261,132,213,12114,345.0,1200
fe,8,39,101,292,0,12327,292.0,1200
rw,8,40,391,2,955,11372,957.0,1200
goni,8,40,375,18,323,12004,341.0,1200
chan,8,40,153,240,9,12318,249.0,1200
kenett,8,40,264,129,210,12117,339.0,1200
fe,8,40,103,290,0,12327,290.0,1200
rw,8,41,391,2,976,11351,978.0,1200
goni,8,41,376,17,334,11993,351.0,1200
chan,8,41,154,239,8,12319,247.0,1200
kenett,8,41,266,127,208,12119,335.0,1200
fe,8,41,104,289,0,12327,289.0,1200
rw,8,42,391,2,996,11331,998.0,1200
goni,8,42,375,18,332,11995,350.0,1200
chan,8,42,154,239,8,12319,247.0,1200
kenett,8,42,269,124,205,12122,329.0,1200
fe,8,42,105,288,0,12327,288.0,1200
rw,8,43,391,2,1010,11317,1012.0,1200
goni,8,43,377,16,345,11982,361.0,1200
chan,8,43,154,239,8,12319,247.0,1200
kenett,8,43,265,128,209,12118,337.0,1200
fe,8,43,106,287,0,12327,287.0,1200
rw,8,44,392,1,1032,11295,1033.0,1200
goni,8,44,379,14,355,11972,369.0,1200
chan,8,44,154,239,7,12320,246.0,1200
kenett,8,44,264,129,210,12117,339.0,1200
fe,8,44,109,284,0,12327,284.0,1200
rw,8,45,392,1,1051,11276,1052.0,1200
goni,8,45,380,13,363,11964,376.0,1200
chan,8,45,154,239,6,12321,245.0,1200
kenett,8,45,270,123,204,12123,327.0,1200
fe,8,45,111,282,0,12327,282.0,1200
rw,8,46,392,1,1062,11265,1063.0,1200
goni,8,46,380,13,376,11951,389.0,1200
chan,8,46,153,240,7,12320,247.0,1200
kenett,8,46,267,126,207,12120,333.0,1200
fe,8,46,111,282,0,12327,282.0,1200
rw,8,47,392,1,1078,11249,1079.0,1200
goni,8,47,379,14,386,11941,400.0,1200
chan,8,47,153,240,7,12320,247.0,1200
kenett,8,47,275,118,199,12128,317.0,1200
fe,8,47,111,282,0,12327,282.0,1200
rw,8,48,392,1,1093,11234,1094.0,1200
goni,8,48,382,11,396,11931,407.0,1200
chan,8,48,153,240,7,12320,247.0,1200
kenett,8,48,271,122,203,12124,325.0,1200
fe,8,48,113,280,0,12327,280.0,1200
rw,8,49,392,1,1107,11220,1108.0,1200
goni,8,49,381,12,395,11932,407.0,1200
chan,8,49,153,240,7,12320,247.0,1200
kenett,8,49,272,121,202,12125,323.0,1200
fe,8,49,116,277,0,12327,277.0,1200
rw,8,50,392,1,1126,11201,1127.0,1200
goni,8,50,383,10,397,11930,407.0,1200
chan,8,50,153,240,7,12320,247.0,1200
kenett,8,50,271,122,203,12124,325.0,1200
fe,8,50,117,276,0,12327,276.0,1200
rw,9,1,71,322,25,12302,347.0,1350
goni,9,1,11,382,1,12326,383.0,1350
chan,9,1,58,335,23,12304,358.0,1350
kenett,9,1,17,376,196,12131,572.0,1350
fe,9,1,3,390,0,12327,390.0,1350
rw,9,2,125,268,49,12278,317.0,1350
goni,9,2,31,362,6,12321,368.0,1350
chan,9,2,89,304,36,12291,340.0,1350
kenett,9,2,15,378,294,12033,672.0,1350
fe,9,2,6,387,0,12327,387.0,1350
rw,9,3,171,222,72,12255,294.0,1350
goni,9,3,76,317,17,12310,334.0,1350
chan,9,3,114,279,46,12281,325.0,1350
kenett,9,3,24,369,366,11961,735.0,1350
fe,9,3,9,384,0,12327,384.0,1350
rw,9,4,204,189,100,12227,289.0,1350
goni,9,4,108,285,27,12300,312.0,1350
chan,9,4,120,273,57,12270,330.0,1350
kenett,9,4,17,376,403,11924,779.0,1350
fe,9,4,11,382,0,12327,382.0,1350
rw,9,5,233,160,124,12203,284.0,1350
goni,9,5,128,265,42,12285,307.0,1350
chan,9,5,123,270,63,12264,333.0,1350
kenett,9,5,23,370,406,11921,776.0,1350
fe,9,5,14,379,0,12327,379.0,1350
rw,9,6,256,137,156,12171,293.0,1350
goni,9,6,150,243,55,12272,298.0,1350
chan,9,6,118,275,69,12258,344.0,1350
kenett,9,6,20,373,418,11909,791.0,1350
fe,9,6,17,376,0,12327,376.0,1350
rw,9,7,273,120,176,12151,296.0,1350
goni,9,7,163,230,71,12256,301.0,1350
chan,9,7,119,274,62,12265,336.0,1350
kenett,9,7,20,373,427,11900,800.0,1350
fe,9,7,20,373,0,12327,373.0,1350
rw,9,8,281,112,203,12124,315.0,1350
goni,9,8,186,207,76,12251,283.0,1350
chan,9,8,125,268,56,12271,324.0,1350
kenett,9,8,20,373,430,11897,803.0,1350
fe,9,8,22,371,0,12327,371.0,1350
rw,9,9,298,95,229,12098,324.0,1350
goni,9,9,208,185,92,12235,277.0,1350
chan,9,9,131,262,48,12279,310.0,1350
kenett,9,9,19,374,434,11893,808.0,1350
fe,9,9,24,369,0,12327,369.0,1350
rw,9,10,306,87,264,12063,351.0,1350
goni,9,10,223,170,114,12213,284.0,1350
chan,9,10,121,272,51,12276,323.0,1350
kenett,9,10,20,373,433,11894,806.0,1350
fe,9,10,26,367,0,12327,367.0,1350
rw,9,11,314,79,291,12036,370.0,1350
goni,9,11,234,159,122,12205,281.0,1350
chan,9,11,125,268,50,12277,318.0,1350
kenett,9,11,19,374,443,11884,817.0,1350
fe,9,11,29,364,0,12327,364.0,1350
rw,9,12,324,69,319,12008,388.0,1350
goni,9,12,252,141,137,12190,278.0,1350
chan,9,12,129,264,49,12278,313.0,1350
kenett,9,12,25,368,440,11887,808.0,1350
fe,9,12,32,361,0,12327,361.0,1350
rw,9,13,333,60,346,11981,406.0,1350
goni,9,13,268,125,152,12175,277.0,1350
chan,9,13,129,264,41,12286,305.0,1350
kenett,9,13,21,372,447,11880,819.0,1350
fe,9,13,35,358,0,12327,358.0,1350
rw,9,14,345,48,364,11963,412.0,1350
goni,9,14,279,114,158,12169,272.0,1350
chan,9,14,128,265,39,12288,304.0,1350
kenett,9,14,20,373,448,11879,821.0,1350
fe,9,14,38,355,0,12327,355.0,1350
rw,9,15,352,41,389,11938,430.0,1350
goni,9,15,277,116,169,12158,285.0,1350
chan,9,15,129,264,42,12285,306.0,1350
kenett,9,15,36,357,435,11892,792.0,1350
fe,9,15,40,353,0,12327,353.0,1350
rw,9,16,358,35,413,11914,448.0,1350
goni,9,16,289,104,176,12151,280.0,1350
chan,9,16,131,262,37,12290,299.0,1350
kenett,9,16,41,352,430,11897,782.0,1350
fe,9,16,42,351,0,12327,351.0,1350
rw,9,17,358,35,437,11890,472.0,1350
goni,9,17,297,96,187,12140,283.0,1350
chan,9,17,137,256,31,12296,287.0,1350
kenett,9,17,53,340,418,11909,758.0,1350
fe,9,17,45,348,0,12327,348.0,1350
rw,9,18,364,29,459,11868,488.0,1350
goni,9,18,305,88,194,12133,282.0,1350
chan,9,18,138,255,30,12297,285.0,1350
kenett,9,18,41,352,430,11897,782.0,1350
fe,9,18,48,345,0,12327,345.0,1350
rw,9,19,366,27,481,11846,508.0,1350
goni,9,19,314,79,205,12122,284.0,1350
chan,9,19,138,255,29,12298,284.0,1350
kenett,9,19,59,334,412,11915,746.0,1350
fe,9,19,50,343,0,12327,343.0,1350
rw,9,20,366,27,502,11825,529.0,1350
goni,9,20,321,72,211,12116,283.0,1350
chan,9,20,138,255,29,12298,284.0,1350
kenett,9,20,38,355,433,11894,788.0,1350
fe,9,20,53,340,0,12327,340.0,1350
rw,9,21,369,24,526,11801,550.0,1350
goni,9,21,328,65,222,12105,287.0,1350
chan,9,21,137,256,28,12299,284.0,1350
kenett,9,21,37,356,434,11893,790.0,1350
fe,9,21,56,337,0,12327,337.0,1350
rw,9,22,373,20,549,11778,569.0,1350
goni,9,22,333,60,217,12110,277.0,1350
chan,9,22,139,254,27,12300,281.0,1350
kenett,9,22,234,159,240,12087,399.0,1350
fe,9,22,58,335,0,12327,335.0,1350
rw,9,23,377,16,569,11758,585.0,1350
goni,9,23,336,57,230,12097,287.0,1350
chan,9,23,139,254,27,12300,281.0,1350
kenett,9,23,233,160,241,12086,401.0,1350
fe,9,23,60,333,0,12327,333.0,1350
rw,9,24,380,13,590,11737,603.0,1350
goni,9,24,342,51,237,12090,288.0,1350
chan,9,24,140,253,21,12306,274.0,1350
kenett,9,24,237,156,237,12090,393.0,1350
fe,9,24,63,330,0,12327,330.0,1350
rw,9,25,380,13,607,11720,620.0,1350
goni,9,25,347,46,251,12076,297.0,1350
chan,9,25,141,252,20,12307,272.0,1350
kenett,9,25,240,153,234,12093,387.0,1350
fe,9,25,65,328,0,12327,328.0,1350
rw,9,26,380,13,621,11706,634.0,1350
goni,9,26,350,43,260,12067,303.0,1350
chan,9,26,143,250,18,12309,268.0,1350
kenett,9,26,248,145,226,12101,371.0,1350
fe,9,26,66,327,0,12327,327.0,1350
rw,9,27,382,11,639,11688,650.0,1350
goni,9,27,351,42,267,12060,309.0,1350
chan,9,27,143,250,18,12309,268.0,1350
kenett,9,27,253,140,221,12106,361.0,1350
fe,9,27,67,326,0,12327,326.0,1350
rw,9,28,383,10,663,11664,673.0,1350
goni,9,28,352,41,276,12051,317.0,1350
chan,9,28,144,249,17,12310,266.0,1350
kenett,9,28,258,135,216,12111,351.0,1350
fe,9,28,70,323,0,12327,323.0,1350
rw,9,29,387,6,684,11643,690.0,1350
goni,9,29,356,37,284,12043,321.0,1350
chan,9,29,145,248,15,12312,263.0,1350
kenett,9,29,261,132,213,12114,345.0,1350
fe,9,29,72,321,0,12327,321.0,1350
rw,9,30,387,6,703,11624,709.0,1350
goni,9,30,359,34,295,12032,329.0,1350
chan,9,30,145,248,15,12312,263.0,1350
kenett,9,30,255,138,219,12108,357.0,1350
fe,9,30,72,321,0,12327,321.0,1350
rw,9,31,388,5,728,11599,733.0,1350
goni,9,31,364,29,297,12030,326.0,1350
chan,9,31,147,246,14,12313,260.0,1350
kenett,9,31,262,131,212,12115,343.0,1350
fe,9,31,75,318,0,12327,318.0,1350
rw,9,32,389,4,748,11579,752.0,1350
goni,9,32,365,28,302,12025,330.0,1350
chan,9,32,148,245,12,12315,257.0,1350
kenett,9,32,261,132,213,12114,345.0,1350
fe,9,32,77,316,0,12327,316.0,1350
rw,9,33,390,3,767,11560,770.0,1350
goni,9,33,368,25,301,12026,326.0,1350
chan,9,33,149,244,12,12315,256.0,1350
kenett,9,33,263,130,211,12116,341.0,1350
fe,9,33,79,314,0,12327,314.0,1350
rw,9,34,390,3,783,11544,786.0,1350
goni,9,34,368,25,311,12016,336.0,1350
chan,9,34,149,244,11,12316,255.0,1350
kenett,9,34,266,127,208,12119,335.0,1350
fe,9,34,81,312,0,12327,312.0,1350
rw,9,35,391,2,808,11519,810.0,1350
goni,9,35,370,23,311,12016,334.0,1350
chan,9,35,149,244,11,12316,255.0,1350
kenett,9,35,268,125,206,12121,331.0,1350
fe,9,35,83,310,0,12327,310.0,1350
rw,9,36,391,2,833,11494,835.0,1350
goni,9,36,367,26,313,12014,339.0,1350
chan,9,36,148,245,12,12315,257.0,1350
kenett,9,36,267,126,207,12120,333.0,1350
fe,9,36,84,309,0,12327,309.0,1350
rw,9,37,391,2,849,11478,851.0,1350
goni,9,37,368,25,323,12004,348.0,1350
chan,9,37,148,245,13,12314,258.0,1350
kenett,9,37,262,131,212,12115,343.0,1350
fe,9,37,85,308,0,12327,308.0,1350
rw,9,38,391,2,867,11460,869.0,1350
goni,9,38,369,24,335,11992,359.0,1350
chan,9,38,148,245,13,12314,258.0,1350
kenett,9,38,274,119,200,12127,319.0,1350
fe,9,38,88,305,0,12327,305.0,1350
rw,9,39,391,2,886,11441,888.0,1350
goni,9,39,372,21,342,11985,363.0,1350
chan,9,39,150,243,10,12317,253.0,1350
kenett,9,39,272,121,202,12125,323.0,1350
fe,9,39,90,303,0,12327,303.0,1350
rw,9,40,391,2,907,11420,909.0,1350
goni,9,40,374,19,345,11982,364.0,1350
chan,9,40,149,244,11,12316,255.0,1350
kenett,9,40,275,118,199,12128,317.0,1350
fe,9,40,92,301,0,12327,301.0,1350
rw,9,41,391,2,921,11406,923.0,1350
goni,9,41,376,17,347,11980,364.0,1350
chan,9,41,149,244,11,12316,255.0,1350
kenett,9,41,274,119,200,12127,319.0,1350
fe,9,41,93,300,0,12327,300.0,1350
rw,9,42,391,2,940,11387,942.0,1350
goni,9,42,377,16,360,11967,376.0,1350
chan,9,42,151,242,9,12318,251.0,1350
kenett,9,42,272,121,202,12125,323.0,1350
fe,9,42,95,298,0,12327,298.0,1350
rw,9,43,391,2,960,11367,962.0,1350
goni,9,43,378,15,369,11958,384.0,1350
chan,9,43,150,243,10,12317,253.0,1350
kenett,9,43,272,121,202,12125,323.0,1350
fe,9,43,97,296,0,12327,296.0,1350
rw,9,44,391,2,972,11355,974.0,1350
goni,9,44,379,14,385,11942,399.0,1350
chan,9,44,151,242,8,12319,250.0,1350
kenett,9,44,274,119,200,12127,319.0,1350
fe,9,44,98,295,0,12327,295.0,1350
rw,9,45,392,1,992,11335,993.0,1350
goni,9,45,380,13,382,11945,395.0,1350
chan,9,45,150,243,9,12318,252.0,1350
kenett,9,45,275,118,199,12128,317.0,1350
fe,9,45,101,292,0,12327,292.0,1350
