method,simnum,subjects,hit,miss,fa,cr,cost,startseed
goni,29,46,377,16,381,11946,397.0,
kenett,29,46,264,129,210,12117,339.0,
fe,29,46,106,287,0,12327,287.0,
rw,29,47,393,0,1040,11287,1040.0,
goni,29,47,376,17,384,11943,401.0,
kenett,29,47,277,116,197,12130,313.0,
fe,29,47,108,285,0,12327,285.0,
rw,29,48,393,0,1055,11272,1055.0,
goni,29,48,378,15,394,11933,409.0,
kenett,29,48,274,119,200,12127,319.0,
fe,29,48,110,283,0,12327,283.0,
rw,29,49,393,0,1066,11261,1066.0,
goni,29,49,381,12,402,11925,414.0,
kenett,29,49,276,117,198,12129,315.0,
fe,29,49,111,282,0,12327,282.0,
rw,29,50,393,0,1082,11245,1082.0,
goni,29,50,380,13,413,11914,426.0,
kenett,29,50,271,122,203,12124,325.0,
fe,29,50,113,280,0,12327,280.0,
rw,30,1,69,324,28,12299,352.0,
goni,30,1,8,385,0,12327,385.0,
kenett,30,1,5,388,241,12086,629.0,
fe,30,1,3,390,0,12327,390.0,
rw,30,2,119,274,63,12264,337.0,
goni,30,2,29,364,8,12319,372.0,
kenett,30,2,14,379,334,11993,713.0,
fe,30,2,6,387,0,12327,387.0,
rw,30,3,164,229,96,12231,325.0,
goni,30,3,65,328,18,12309,346.0,
kenett,30,3,17,376,373,11954,749.0,
fe,30,3,9,384,0,12327,384.0,
rw,30,4,191,202,129,12198,331.0,
goni,30,4,84,309,25,12302,334.0,
kenett,30,4,19,374,392,11935,766.0,
fe,30,4,12,381,0,12327,381.0,
rw,30,5,224,169,165,12162,334.0,
goni,30,5,112,281,33,12294,314.0,
kenett,30,5,14,379,424,11903,803.0,
fe,30,5,15,378,0,12327,378.0,
rw,30,6,248,145,193,12134,338.0,
goni,30,6,128,265,41,12286,306.0,
kenett,30,6,16,377,428,11899,805.0,
fe,30,6,18,375,0,12327,375.0,
rw,30,7,273,120,225,12102,345.0,
goni,30,7,161,232,54,12273,286.0,
kenett,30,7,13,380,437,11890,817.0,
fe,30,7,21,372,0,12327,372.0,
rw,30,8,294,99,254,12073,353.0,
goni,30,8,182,211,70,12257,281.0,
kenett,30,8,13,380,443,11884,823.0,
fe,30,8,24,369,0,12327,369.0,
rw,30,9,314,79,286,12041,365.0,
goni,30,9,192,201,79,12248,280.0,
kenett,30,9,20,373,448,11879,821.0,
fe,30,9,27,366,0,12327,366.0,
rw,30,10,331,62,308,12019,370.0,
goni,30,10,218,175,104,12223,279.0,
kenett,30,10,31,362,437,11890,799.0,
fe,30,10,30,363,0,12327,363.0,
rw,30,11,337,56,334,11993,390.0,
goni,30,11,235,158,115,12212,273.0,
kenett,30,11,22,371,446,11881,817.0,
fe,30,11,32,361,0,12327,361.0,
rw,30,12,346,47,358,11969,405.0,
goni,30,12,247,146,127,12200,273.0,
kenett,30,12,22,371,446,11881,817.0,
fe,30,12,35,358,0,12327,358.0,
rw,30,13,353,40,378,11949,418.0,
goni,30,13,256,137,141,12186,278.0,
kenett,30,13,20,373,448,11879,821.0,
fe,30,13,38,355,0,12327,355.0,
rw,30,14,358,35,406,11921,441.0,
goni,30,14,264,129,158,12169,287.0,
kenett,30,14,28,365,440,11887,805.0,
fe,30,14,41,352,0,12327,352.0,
rw,30,15,363,30,425,11902,455.0,
goni,30,15,279,114,157,12170,271.0,
kenett,30,15,30,363,438,11889,801.0,
fe,30,15,43,350,0,12327,350.0,
rw,30,16,369,24,448,11879,472.0,
goni,30,16,288,105,172,12155,277.0,
kenett,30,16,32,361,439,11888,800.0,
fe,30,16,45,348,0,12327,348.0,
rw,30,17,377,16,481,11846,497.0,
goni,30,17,298,95,182,12145,277.0,
kenett,30,17,202,191,272,12055,463.0,
fe,30,17,48,345,0,12327,345.0,
rw,30,18,377,16,512,11815,528.0,
goni,30,18,307,86,182,12145,268.0,
kenett,30,18,209,184,265,12062,449.0,
fe,30,18,50,343,0,12327,343.0,
rw,30,19,379,14,537,11790,551.0,
goni,30,19,312,81,194,12133,275.0,
kenett,30,19,208,185,266,12061,451.0,
fe,30,19,53,340,0,12327,340.0,
rw,30,20,380,13,553,11774,566.0,
goni,30,20,319,74,216,12111,290.0,
kenett,30,20,216,177,258,12069,435.0,
fe,30,20,55,338,0,12327,338.0,
rw,30,21,381,12,576,11751,588.0,
goni,30,21,325,68,224,12103,292.0,
kenett,30,21,218,175,256,12071,431.0,
fe,30,21,58,335,0,12327,335.0,
rw,30,22,383,10,590,11737,600.0,
goni,30,22,329,64,237,12090,301.0,
kenett,30,22,217,176,257,12070,433.0,
fe,30,22,61,332,0,12327,332.0,
rw,30,23,385,8,610,11717,618.0,
goni,30,23,330,63,251,12076,314.0,
kenett,30,23,218,175,256,12071,431.0,
fe,30,23,64,329,0,12327,329.0,
rw,30,24,386,7,628,11699,635.0,
goni,30,24,341,52,254,12073,306.0,
kenett,30,24,226,167,248,12079,415.0,
fe,30,24,67,326,0,12327,326.0,
rw,30,25,388,5,648,11679,653.0,
goni,30,25,344,49,263,12064,312.0,
kenett,30,25,226,167,248,12079,415.0,
fe,30,25,69,324,0,12327,324.0,
rw,30,26,388,5,670,11657,675.0,
goni,30,26,347,46,281,12046,327.0,
kenett,30,26,236,157,238,12089,395.0,
fe,30,26,71,322,0,12327,322.0,
rw,30,27,388,5,687,11640,692.0,
goni,30,27,347,46,279,12048,325.0,
kenett,30,27,231,162,243,12084,405.0,
fe,30,27,73,320,0,12327,320.0,
rw,30,28,388,5,716,11611,721.0,
goni,30,28,349,44,280,12047,324.0,
kenett,30,28,235,158,239,12088,397.0,
fe,30,28,76,317,0,12327,317.0,
rw,30,29,388,5,737,11590,742.0,
goni,30,29,349,44,288,12039,332.0,
kenett,30,29,238,155,236,12091,391.0,
fe,30,29,78,315,0,12327,315.0,
rw,30,30,389,4,756,11571,760.0,
goni,30,30,351,42,297,12030,339.0,
kenett,30,30,240,153,234,12093,387.0,
fe,30,30,80,313,0,12327,313.0,
rw,30,31,389,4,766,11561,770.0,
goni,30,31,361,32,302,12025,334.0,
kenett,30,31,235,158,239,12088,397.0,
fe,30,31,83,310,0,12327,310.0,
rw,30,32,390,3,789,11538,792.0,
goni,30,32,361,32,311,12016,343.0,
kenett,30,32,243,150,231,12096,381.0,
fe,30,32,85,308,0,12327,308.0,
rw,30,33,390,3,809,11518,812.0,
goni,30,33,361,32,308,12019,340.0,
kenett,30,33,246,147,228,12099,375.0,
fe,30,33,88,305,0,12327,305.0,
rw,30,34,390,3,834,11493,837.0,
goni,30,34,366,27,318,12009,345.0,
kenett,30,34,249,144,225,12102,369.0,
fe,30,34,90,303,0,12327,303.0,
rw,30,35,390,3,851,11476,854.0,
goni,30,35,365,28,322,12005,350.0,
kenett,30,35,253,140,221,12106,361.0,
fe,30,35,90,303,0,12327,303.0,
rw,30,36,390,3,867,11460,870.0,
goni,30,36,365,28,330,11997,358.0,
kenett,30,36,257,136,217,12110,353.0,
fe,30,36,93,300,0,12327,300.0,
rw,30,37,390,3,894,11433,897.0,
goni,30,37,367,26,334,11993,360.0,
kenett,30,37,262,131,212,12115,343.0,
fe,30,37,96,297,0,12327,297.0,
rw,30,38,390,3,918,11409,921.0,
goni,30,38,367,26,336,11991,362.0,
kenett,30,38,261,132,213,12114,345.0,
fe,30,38,97,296,0,12327,296.0,
rw,30,39,390,3,937,11390,940.0,
goni,30,39,367,26,342,11985,368.0,
kenett,30,39,256,137,218,12109,355.0,
fe,30,39,99,294,0,12327,294.0,
rw,30,40,390,3,961,11366,964.0,
goni,30,40,368,25,345,11982,370.0,
kenett,30,40,261,132,213,12114,345.0,
fe,30,40,101,292,0,12327,292.0,
rw,30,41,390,3,979,11348,982.0,
goni,30,41,366,27,345,11982,372.0,
kenett,30,41,261,132,213,12114,345.0,
fe,30,41,103,290,0,12327,290.0,
rw,30,42,390,3,993,11334,996.0,
goni,30,42,367,26,358,11969,384.0,
kenett,30,42,260,133,214,12113,347.0,
fe,30,42,106,287,0,12327,287.0,
rw,30,43,390,3,1007,11320,1010.0,
goni,30,43,369,24,360,11967,384.0,
kenett,30,43,256,137,218,12109,355.0,
fe,30,43,108,285,0,12327,285.0,
rw,30,44,391,2,1024,11303,1026.0,
goni,30,44,372,21,362,11965,383.0,
kenett,30,44,264,129,210,12117,339.0,
fe,30,44,111,282,0,12327,282.0,
rw,30,45,392,1,1044,11283,1045.0,
goni,30,45,372,21,367,11960,388.0,
kenett,30,45,266,127,208,12119,335.0,
fe,30,45,113,280,0,12327,280.0,
rw,30,46,392,1,1066,11261,1067.0,
goni,30,46,372,21,373,11954,394.0,
kenett,30,46,269,124,205,12122,329.0,
fe,30,46,114,279,0,12327,279.0,
rw,30,47,392,1,1083,11244,1084.0,
goni,30,47,373,20,378,11949,398.0,
kenett,30,47,270,123,204,12123,327.0,
fe,30,47,116,277,0,12327,277.0,
rw,30,48,392,1,1101,11226,1102.0,
goni,30,48,373,20,380,11947,400.0,
kenett,30,48,268,125,206,12121,331.0,
fe,30,48,119,274,0,12327,274.0,
rw,30,49,392,1,1123,11204,1124.0,
goni,30,49,374,19,384,11943,403.0,
kenett,30,49,266,127,208,12119,335.0,
fe,30,49,120,273,0,12327,273.0,
rw,30,50,392,1,1141,11186,1142.0,
goni,30,50,378,15,391,11936,406.0,
kenett,30,50,269,124,205,12122,329.0,
fe,30,50,121,272,0,12327,272.0,
rw,31,1,61,332,40,12287,372.0,
goni,31,1,2,391,0,12327,391.0,
kenett,31,1,14,379,262,12065,641.0,
fe,31,1,3,390,0,12327,390.0,
rw,31,2,119,274,66,12261,340.0,
goni,31,2,25,368,4,12323,372.0,
kenett,31,2,16,377,353,11974,730.0,
fe,31,2,6,387,0,12327,387.0,
rw,31,3,161,232,100,12227,332.0,
goni,31,3,55,338,15,12312,353.0,
kenett,31,3,18,375,381,11946,756.0,
fe,31,3,9,384,0,12327,384.0,
rw,31,4,192,201,130,12197,331.0,
goni,31,4,88,305,19,12308,324.0,
kenett,31,4,18,375,408,11919,783.0,
fe,31,4,12,381,0,12327,381.0,
rw,31,5,221,172,155,12172,327.0,
goni,31,5,114,279,22,12305,301.0,
kenett,31,5,14,379,427,11900,806.0,
fe,31,5,15,378,0,12327,378.0,
rw,31,6,238,155,177,12150,332.0,
goni,31,6,135,258,34,12293,292.0,
kenett,31,6,23,370,436,11891,806.0,
fe,31,6,18,375,0,12327,375.0,
rw,31,7,262,131,206,12121,337.0,
goni,31,7,158,235,46,12281,281.0,
kenett,31,7,17,376,448,11879,824.0,
fe,31,7,21,372,0,12327,372.0,
rw,31,8,278,115,235,12092,350.0,
goni,31,8,178,215,55,12272,270.0,
kenett,31,8,20,373,445,11882,818.0,
fe,31,8,24,369,0,12327,369.0,
rw,31,9,296,97,261,12066,358.0,
goni,31,9,199,194,78,12249,272.0,
kenett,31,9,39,354,432,11895,786.0,
fe,31,9,27,366,0,12327,366.0,
rw,31,10,313,80,298,12029,378.0,
goni,31,10,214,179,90,12237,269.0,
kenett,31,10,177,216,297,12030,513.0,
fe,31,10,30,363,0,12327,363.0,
rw,31,11,324,69,321,12006,390.0,
goni,31,11,232,161,106,12221,267.0,
kenett,31,11,189,204,285,12042,489.0,
fe,31,11,33,360,0,12327,360.0,
rw,31,12,334,59,341,11986,400.0,
goni,31,12,248,145,117,12210,262.0,
kenett,31,12,187,206,287,12040,493.0,
fe,31,12,36,357,0,12327,357.0,
rw,31,13,344,49,367,11960,416.0,
goni,31,13,267,126,129,12198,255.0,
kenett,31,13,198,195,276,12051,471.0,
fe,31,13,39,354,0,12327,354.0,
rw,31,14,352,41,396,11931,437.0,
goni,31,14,285,108,137,12190,245.0,
kenett,31,14,204,189,270,12057,459.0,
fe,31,14,42,351,0,12327,351.0,
rw,31,15,358,35,422,11905,457.0,
goni,31,15,288,105,147,12180,252.0,
kenett,31,15,206,187,268,12059,455.0,
fe,31,15,44,349,0,12327,349.0,
rw,31,16,363,30,443,11884,473.0,
goni,31,16,301,92,153,12174,245.0,
kenett,31,16,212,181,262,12065,443.0,
fe,31,16,47,346,0,12327,346.0,
rw,31,17,368,25,465,11862,490.0,
goni,31,17,303,90,165,12162,255.0,
kenett,31,17,227,166,247,12080,413.0,
fe,31,17,50,343,0,12327,343.0,
rw,31,18,371,22,488,11839,510.0,
goni,31,18,307,86,171,12156,257.0,
kenett,31,18,225,168,249,12078,417.0,
fe,31,18,53,340,0,12327,340.0,
rw,31,19,375,18,508,11819,526.0,
goni,31,19,312,81,181,12146,262.0,
kenett,31,19,223,170,251,12076,421.0,
fe,31,19,56,337,0,12327,337.0,
rw,31,20,376,17,536,11791,553.0,
goni,31,20,321,72,194,12133,266.0,
kenett,31,20,233,160,241,12086,401.0,
fe,31,20,59,334,0,12327,334.0,
rw,31,21,380,13,560,11767,573.0,
goni,31,21,323,70,201,12126,271.0,
kenett,31,21,230,163,244,12083,407.0,
fe,31,21,60,333,0,12327,333.0,
rw,31,22,381,12,592,11735,604.0,
goni,31,22,331,62,208,12119,270.0,
kenett,31,22,238,155,236,12091,391.0,
fe,31,22,63,330,0,12327,330.0,
rw,31,23,382,11,615,11712,626.0,
goni,31,23,331,62,215,12112,277.0,
kenett,31,23,237,156,237,12090,393.0,
fe,31,23,66,327,0,12327,327.0,
rw,31,24,382,11,645,11682,656.0,
goni,31,24,339,54,221,12106,275.0,
kenett,31,24,243,150,231,12096,381.0,
fe,31,24,69,324,0,12327,324.0,
rw,31,25,383,10,660,11667,670.0,
goni,31,25,348,45,231,12096,276.0,
kenett,31,25,243,150,231,12096,381.0,
fe,31,25,72,321,0,12327,321.0,
rw,31,26,383,10,681,11646,691.0,
goni,31,26,350,43,232,12095,275.0,
kenett,31,26,239,154,235,12092,389.0,
fe,31,26,75,318,0,12327,318.0,
rw,31,27,383,10,710,11617,720.0,
goni,31,27,351,42,244,12083,286.0,
kenett,31,27,247,146,227,12100,373.0,
fe,31,27,78,315,0,12327,315.0,
rw,31,28,383,10,739,11588,749.0,
goni,31,28,352,41,256,12071,297.0,
kenett,31,28,254,139,220,12107,359.0,
fe,31,28,80,313,0,12327,313.0,
rw,31,29,385,8,758,11569,766.0,
goni,31,29,356,37,263,12064,300.0,
kenett,31,29,251,142,223,12104,365.0,
fe,31,29,83,310,0,12327,310.0,
rw,31,30,385,8,779,11548,787.0,
goni,31,30,361,32,276,12051,308.0,
kenett,31,30,249,144,225,12102,369.0,
fe,31,30,85,308,0,12327,308.0,
rw,31,31,386,7,797,11530,804.0,
goni,31,31,361,32,280,12047,312.0,
kenett,31,31,252,141,222,12105,363.0,
fe,31,31,87,306,0,12327,306.0,
rw,31,32,386,7,807,11520,814.0,
goni,31,32,364,29,279,12048,308.0,
kenett,31,32,256,137,218,12109,355.0,
fe,31,32,90,303,0,12327,303.0,
rw,31,33,386,7,830,11497,837.0,
goni,31,33,367,26,292,12035,318.0,
kenett,31,33,252,141,222,12105,363.0,
fe,31,33,90,303,0,12327,303.0,
rw,31,34,386,7,853,11474,860.0,
goni,31,34,368,25,289,12038,314.0,
kenett,31,34,263,130,211,12116,341.0,
fe,31,34,93,300,0,12327,300.0,
rw,31,35,387,6,871,11456,877.0,
goni,31,35,367,26,291,12036,317.0,
kenett,31,35,263,130,211,12116,341.0,
fe,31,35,95,298,0,12327,298.0,
rw,31,36,388,5,891,11436,896.0,
goni,31,36,370,23,302,12025,325.0,
kenett,31,36,260,133,214,12113,347.0,
fe,31,36,98,295,0,12327,295.0,
rw,31,37,388,5,917,11410,922.0,
goni,31,37,370,23,310,12017,333.0,
kenett,31,37,250,143,224,12103,367.0,
fe,31,37,101,292,0,12327,292.0,
rw,31,38,388,5,933,11394,938.0,
goni,31,38,371,22,324,12003,346.0,
kenett,31,38,261,132,213,12114,345.0,
fe,31,38,102,291,0,12327,291.0,
rw,31,39,388,5,947,11380,952.0,
goni,31,39,370,23,326,12001,349.0,
kenett,31,39,260,133,214,12113,347.0,
fe,31,39,105,288,0,12327,288.0,
rw,31,40,389,4,963,11364,967.0,
goni,31,40,372,21,335,11992,356.0,
kenett,31,40,266,127,208,12119,335.0,
fe,31,40,107,286,0,12327,286.0,
rw,31,41,389,4,979,11348,983.0,
goni,31,41,371,22,344,11983,366.0,
kenett,31,41,270,123,204,12123,327.0,
fe,31,41,110,283,0,12327,283.0,
rw,31,42,391,2,999,11328,1001.0,
goni,31,42,377,16,346,11981,362.0,
kenett,31,42,265,128,209,12118,337.0,
fe,31,42,111,282,0,12327,282.0,
rw,31,43,391,2,1016,11311,1018.0,
goni,31,43,379,14,343,11984,357.0,
kenett,31,43,265,128,209,12118,337.0,
fe,31,43,114,279,0,12327,279.0,
rw,31,44,391,2,1028,11299,1030.0,
goni,31,44,379,14,348,11979,362.0,
kenett,31,44,259,134,215,12112,349.0,
fe,31,44,116,277,0,12327,277.0,
rw,31,45,391,2,1047,11280,1049.0,
goni,31,45,380,13,358,11969,371.0,
kenett,31,45,263,130,211,12116,341.0,
fe,31,45,119,274,0,12327,274.0,
rw,31,46,391,2,1061,11266,1063.0,
goni,31,46,380,13,366,11961,379.0,
kenett,31,46,261,132,213,12114,345.0,
fe,31,46,122,271,0,12327,271.0,
rw,31,47,391,2,1075,11252,1077.0,
goni,31,47,381,12,374,11953,386.0,
kenett,31,47,266,127,208,12119,335.0,
fe,31,47,123,270,0,12327,270.0,
rw,31,48,392,1,1095,11232,1096.0,
goni,31,48,381,12,389,11938,401.0,
kenett,31,48,263,130,211,12116,341.0,
fe,31,48,125,268,0,12327,268.0,
rw,31,49,392,1,1114,11213,1115.0,
goni,31,49,383,10,389,11938,399.0,
kenett,31,49,265,128,209,12118,337.0,
fe,31,49,126,267,0,12327,267.0,
rw,31,50,392,1,1135,11192,1136.0,
goni,31,50,383,10,406,11921,416.0,
kenett,31,50,266,127,208,12119,335.0,
fe,31,50,128,265,0,12327,265.0,
rw,32,1,68,325,30,12297,355.0,
goni,32,1,6,387,0,12327,387.0,
kenett,32,1,20,373,217,12110,590.0,
fe,32,1,3,390,0,12327,390.0,
rw,32,2,130,263,51,12276,314.0,
goni,32,2,31,362,5,12322,367.0,
kenett,32,2,16,377,323,12004,700.0,
fe,32,2,6,387,0,12327,387.0,
rw,32,3,182,211,78,12249,289.0,
goni,32,3,60,333,17,12310,350.0,
kenett,32,3,19,374,389,11938,763.0,
fe,32,3,9,384,0,12327,384.0,
rw,32,4,212,181,108,12219,289.0,
goni,32,4,87,306,26,12301,332.0,
kenett,32,4,17,376,406,11921,782.0,
fe,32,4,12,381,0,12327,381.0,
rw,32,5,246,147,139,12188,286.0,
goni,32,5,117,276,44,12283,320.0,
kenett,32,5,19,374,434,11893,808.0,
fe,32,5,15,378,0,12327,378.0,
rw,32,6,273,120,160,12167,280.0,
goni,32,6,153,240,49,12278,289.0,
kenett,32,6,15,378,447,11880,825.0,
fe,32,6,18,375,0,12327,375.0,
rw,32,7,292,101,190,12137,291.0,
goni,32,7,178,215,58,12269,273.0,
kenett,32,7,21,372,447,11880,819.0,
fe,32,7,21,372,0,12327,372.0,
rw,32,8,310,83,220,12107,303.0,
goni,32,8,188,205,76,12251,281.0,
kenett,32,8,21,372,450,11877,822.0,
fe,32,8,23,370,0,12327,370.0,
rw,32,9,328,65,246,12081,311.0,
goni,32,9,215,178,94,12233,272.0,
kenett,32,9,159,234,315,12012,549.0,
fe,32,9,25,368,0,12327,368.0,
rw,32,10,338,55,271,12056,326.0,
goni,32,10,234,159,112,12215,271.0,
kenett,32,10,176,217,298,12029,515.0,
fe,32,10,28,365,0,12327,365.0,
rw,32,11,347,46,299,12028,345.0,
goni,32,11,246,147,129,12198,276.0,
kenett,32,11,179,214,295,12032,509.0,
fe,32,11,30,363,0,12327,363.0,
rw,32,12,356,37,322,12005,359.0,
goni,32,12,268,125,145,12182,270.0,
kenett,32,12,186,207,288,12039,495.0,
fe,32,12,33,360,0,12327,360.0,
rw,32,13,360,33,341,11986,374.0,
goni,32,13,277,116,151,12176,267.0,
kenett,32,13,193,200,281,12046,481.0,
fe,32,13,36,357,0,12327,357.0,
rw,32,14,362,31,365,11962,396.0,
goni,32,14,288,105,165,12162,270.0,
kenett,32,14,200,193,274,12053,467.0,
fe,32,14,38,355,0,12327,355.0,
rw,32,15,367,26,387,11940,413.0,
goni,32,15,294,99,164,12163,263.0,
kenett,32,15,202,191,272,12055,463.0,
fe,32,15,40,353,0,12327,353.0,
rw,32,16,371,22,416,11911,438.0,
goni,32,16,297,96,177,12150,273.0,
kenett,32,16,205,188,269,12058,457.0,
fe,32,16,42,351,0,12327,351.0,
rw,32,17,373,20,445,11882,465.0,
goni,32,17,299,94,191,12136,285.0,
kenett,32,17,216,177,258,12069,435.0,
fe,32,17,45,348,0,12327,348.0,
rw,32,18,377,16,467,11860,483.0,
goni,32,18,311,82,197,12130,279.0,
kenett,32,18,215,178,259,12068,437.0,
fe,32,18,48,345,0,12327,345.0,
rw,32,19,378,15,487,11840,502.0,
goni,32,19,317,76,203,12124,279.0,
kenett,32,19,217,176,257,12070,433.0,
fe,32,19,51,342,0,12327,342.0,
rw,32,20,381,12,511,11816,523.0,
goni,32,20,319,74,214,12113,288.0,
kenett,32,20,224,169,250,12077,419.0,
fe,32,20,53,340,0,12327,340.0,
rw,32,21,382,11,525,11802,536.0,
goni,32,21,321,72,225,12102,297.0,
kenett,32,21,223,170,251,12076,421.0,
fe,32,21,56,337,0,12327,337.0,
rw,32,22,383,10,545,11782,555.0,
goni,32,22,328,65,227,12100,292.0,
kenett,32,22,232,161,242,12085,403.0,
fe,32,22,59,334,0,12327,334.0,
rw,32,23,384,9,568,11759,577.0,
goni,32,23,337,56,232,12095,288.0,
kenett,32,23,232,161,242,12085,403.0,
fe,32,23,61,332,0,12327,332.0,
rw,32,24,386,7,586,11741,593.0,
goni,32,24,345,48,244,12083,292.0,
kenett,32,24,239,154,235,12092,389.0,
fe,32,24,64,329,0,12327,329.0,
rw,32,25,388,5,606,11721,611.0,
goni,32,25,343,50,255,12072,305.0,
kenett,32,25,255,138,219,12108,357.0,
fe,32,25,66,327,0,12327,327.0,
rw,32,26,388,5,625,11702,630.0,
goni,32,26,349,44,256,12071,300.0,
kenett,32,26,258,135,216,12111,351.0,
fe,32,26,69,324,0,12327,324.0,
rw,32,27,389,4,646,11681,650.0,
goni,32,27,348,45,271,12056,316.0,
kenett,32,27,257,136,217,12110,353.0,
fe,32,27,72,321,0,12327,321.0,
rw,32,28,390,3,663,11664,666.0,
goni,32,28,349,44,269,12058,313.0,
kenett,32,28,251,142,223,12104,365.0,
fe,32,28,75,318,0,12327,318.0,
rw,32,29,390,3,690,11637,693.0,
goni,32,29,353,40,286,12041,326.0,
kenett,32,29,250,143,224,12103,367.0,
fe,32,29,77,316,0,12327,316.0,
rw,32,30,390,3,705,11622,708.0,
goni,32,30,357,36,284,12043,320.0,
kenett,32,30,254,139,220,12107,359.0,
fe,32,30,80,313,0,12327,313.0,
rw,32,31,391,2,723,11604,725.0,
goni,32,31,359,34,299,12028,333.0,
kenett,32,31,260,133,214,12113,347.0,
fe,32,31,83,310,0,12327,310.0,
rw,32,32,391,2,748,11579,750.0,
goni,32,32,361,32,303,12024,335.0,
kenett,32,32,255,138,219,12108,357.0,
fe,32,32,86,307,0,12327,307.0,
rw,32,33,391,2,772,11555,774.0,
goni,32,33,361,32,319,12008,351.0,
kenett,32,33,265,128,209,12118,337.0,
fe,32,33,88,305,0,12327,305.0,
rw,32,34,391,2,790,11537,792.0,
goni,32,34,363,30,327,12000,357.0,
kenett,32,34,260,133,214,12113,347.0,
fe,32,34,90,303,0,12327,303.0,
rw,32,35,391,2,810,11517,812.0,
goni,32,35,367,26,325,12002,351.0,
kenett,32,35,257,136,217,12110,353.0,
fe,32,35,92,301,0,12327,301.0,
rw,32,36,392,1,825,11502,826.0,
goni,32,36,367,26,328,11999,354.0,
kenett,32,36,254,139,220,12107,359.0,
fe,32,36,92,301,0,12327,301.0,
rw,32,37,392,1,841,11486,842.0,
goni,32,37,366,27,331,11996,358.0,
kenett,32,37,263,130,211,12116,341.0,
fe,32,37,95,298,0,12327,298.0,
rw,32,38,392,1,862,11465,863.0,
goni,32,38,368,25,344,11983,369.0,
kenett,32,38,266,127,208,12119,335.0,
fe,32,38,97,296,0,12327,296.0,
rw,32,39,392,1,877,11450,878.0,
goni,32,39,370,23,351,11976,374.0,
kenett,32,39,259,134,215,12112,349.0,
fe,32,39,100,293,0,12327,293.0,
rw,32,40,392,1,902,11425,903.0,
goni,32,40,372,21,352,11975,373.0,
kenett,32,40,264,129,210,12117,339.0,
fe,32,40,102,291,0,12327,291.0,
rw,32,41,392,1,917,11410,918.0,
goni,32,41,372,21,361,11966,382.0,
kenett,32,41,267,126,207,12120,333.0,
fe,32,41,103,290,0,12327,290.0,
rw,32,42,392,1,931,11396,932.0,
goni,32,42,373,20,367,11960,387.0,
kenett,32,42,266,127,208,12119,335.0,
fe,32,42,106,287,0,12327,287.0,
rw,32,43,392,1,952,11375,953.0,
goni,32,43,375,18,371,11956,389.0,
kenett,32,43,266,127,208,12119,335.0,
fe,32,43,108,285,0,12327,285.0,
rw,32,44,392,1,971,11356,972.0,
goni,32,44,376,17,384,11943,401.0,
kenett,32,44,264,129,210,12117,339.0,
fe,32,44,111,282,0,12327,282.0,
rw,32,45,392,1,983,11344,984.0,
goni,32,45,377,16,391,11936,407.0,
kenett,32,45,261,132,213,12114,345.0,
fe,32,45,113,280,0,12327,280.0,
rw,32,46,392,1,999,11328,1000.0,
goni,32,46,377,16,398,11929,414.0,
kenett,32,46,269,124,205,12122,329.0,
fe,32,46,115,278,0,12327,278.0,
rw,32,47,392,1,1019,11308,1020.0,
goni,32,47,376,17,402,11925,419.0,
kenett,32,47,271,122,203,12124,325.0,
fe,32,47,117,276,0,12327,276.0,
rw,32,48,392,1,1037,11290,1038.0,
goni,32,48,376,17,408,11919,425.0,
kenett,32,48,273,120,201,12126,321.0,
fe,32,48,119,274,0,12327,274.0,
rw,32,49,392,1,1050,11277,1051.0,
goni,32,49,378,15,414,11913,429.0,
kenett,32,49,275,118,199,12128,317.0,
fe,32,49,122,271,0,12327,271.0,
rw,32,50,392,1,1076,11251,1077.0,
goni,32,50,379,14,423,11904,437.0,
kenett,32,50,281,112,193,12134,305.0,
fe,32,50,125,268,0,12327,268.0,
rw,33,1,76,317,20,12307,337.0,
goni,33,1,12,381,2,12325,383.0,
kenett,33,1,11,382,205,12122,587.0,
fe,33,1,2,391,0,12327,391.0,
rw,33,2,128,265,47,12280,312.0,
goni,33,2,47,346,7,12320,353.0,
kenett,33,2,13,380,305,12022,685.0,
fe,33,2,5,388,0,12327,388.0,
rw,33,3,173,220,71,12256,291.0,
goni,33,3,75,318,14,12313,332.0,
kenett,33,3,12,381,363,11964,744.0,
fe,33,3,8,385,0,12327,385.0,
rw,33,4,214,179,103,12224,282.0,
goni,33,4,90,303,34,12293,337.0,
kenett,33,4,19,374,398,11929,772.0,
fe,33,4,11,382,0,12327,382.0,
rw,33,5,238,155,133,12194,288.0,
goni,33,5,114,279,48,12279,327.0,
kenett,33,5,18,375,414,11913,789.0,
fe,33,5,14,379,0,12327,379.0,
rw,33,6,265,128,158,12169,286.0,
goni,33,6,144,249,56,12271,305.0,
kenett,33,6,15,378,432,11895,810.0,
fe,33,6,17,376,0,12327,376.0,
rw,33,7,280,113,185,12142,298.0,
goni,33,7,161,232,76,12251,308.0,
kenett,33,7,18,375,438,11889,813.0,
fe,33,7,19,374,0,12327,374.0,
rw,33,8,298,95,224,12103,319.0,
goni,33,8,179,214,93,12234,307.0,
kenett,33,8,15,378,450,11877,828.0,
fe,33,8,22,371,0,12327,371.0,
rw,33,9,312,81,258,12069,339.0,
goni,33,9,197,196,92,12235,288.0,
kenett,33,9,18,375,447,11880,822.0,
fe,33,9,25,368,0,12327,368.0,
