method,simnum,subjects,hit,miss,fa,cr,cost,startseed
kenett,27,16,40,353,431,11896,784,
fe,27,16,43,350,0,12327,350,
rw,27,17,364,29,472,11855,501,
goni,27,17,289,104,172,12155,276,
kenett,27,17,42,351,429,11898,780,
fe,27,17,45,348,0,12327,348,
rw,27,18,368,25,490,11837,515,
goni,27,18,294,99,174,12153,273,
kenett,27,18,49,344,422,11905,766,
fe,27,18,48,345,0,12327,345,
rw,27,19,373,20,514,11813,534,
goni,27,19,305,88,186,12141,274,
kenett,27,19,218,175,256,12071,431,
fe,27,19,51,342,0,12327,342,
rw,27,20,376,17,537,11790,554,
goni,27,20,309,84,194,12133,278,
kenett,27,20,220,173,254,12073,427,
fe,27,20,53,340,0,12327,340,
rw,27,21,380,13,558,11769,571,
goni,27,21,315,78,210,12117,288,
kenett,27,21,236,157,238,12089,395,
fe,27,21,56,337,0,12327,337,
rw,27,22,381,12,587,11740,599,
goni,27,22,317,76,218,12109,294,
kenett,27,22,233,160,241,12086,401,
fe,27,22,59,334,0,12327,334,
rw,27,23,381,12,604,11723,616,
goni,27,23,320,73,228,12099,301,
kenett,27,23,235,158,239,12088,397,
fe,27,23,61,332,0,12327,332,
rw,27,24,382,11,631,11696,642,
goni,27,24,325,68,234,12093,302,
kenett,27,24,229,164,245,12082,409,
fe,27,24,63,330,0,12327,330,
rw,27,25,384,9,650,11677,659,
goni,27,25,330,63,246,12081,309,
kenett,27,25,235,158,239,12088,397,
fe,27,25,64,329,0,12327,329,
rw,27,26,386,7,668,11659,675,
goni,27,26,337,56,255,12072,311,
kenett,27,26,239,154,235,12092,389,
fe,27,26,67,326,0,12327,326,
rw,27,27,387,6,691,11636,697,
goni,27,27,341,52,259,12068,311,
kenett,27,27,237,156,237,12090,393,
fe,27,27,69,324,0,12327,324,
rw,27,28,390,3,711,11616,714,
goni,27,28,348,45,270,12057,315,
kenett,27,28,237,156,237,12090,393,
fe,27,28,72,321,0,12327,321,
rw,27,29,391,2,731,11596,733,
goni,27,29,352,41,285,12042,326,
kenett,27,29,243,150,231,12096,381,
fe,27,29,73,320,0,12327,320,
rw,27,30,391,2,751,11576,753,
goni,27,30,358,35,293,12034,328,
kenett,27,30,245,148,229,12098,377,
fe,27,30,76,317,0,12327,317,
rw,27,31,392,1,768,11559,769,
goni,27,31,358,35,297,12030,332,
kenett,27,31,247,146,227,12100,373,
fe,27,31,77,316,0,12327,316,
rw,27,32,392,1,785,11542,786,
goni,27,32,360,33,297,12030,330,
kenett,27,32,252,141,222,12105,363,
fe,27,32,79,314,0,12327,314,
rw,27,33,392,1,805,11522,806,
goni,27,33,362,31,305,12022,336,
kenett,27,33,251,142,223,12104,365,
fe,27,33,82,311,0,12327,311,
rw,27,34,392,1,828,11499,829,
goni,27,34,364,29,310,12017,339,
kenett,27,34,250,143,224,12103,367,
fe,27,34,85,308,0,12327,308,
rw,27,35,392,1,851,11476,852,
goni,27,35,366,27,321,12006,348,
kenett,27,35,250,143,224,12103,367,
fe,27,35,88,305,0,12327,305,
rw,27,36,392,1,860,11467,861,
goni,27,36,367,26,325,12002,351,
kenett,27,36,252,141,222,12105,363,
fe,27,36,90,303,0,12327,303,
rw,27,37,392,1,874,11453,875,
goni,27,37,367,26,330,11997,356,
kenett,27,37,254,139,220,12107,359,
fe,27,37,92,301,0,12327,301,
rw,27,38,392,1,894,11433,895,
goni,27,38,367,26,336,11991,362,
kenett,27,38,257,136,217,12110,353,
fe,27,38,94,299,0,12327,299,
rw,27,39,392,1,915,11412,916,
goni,27,39,368,25,336,11991,361,
kenett,27,39,260,133,214,12113,347,
fe,27,39,96,297,0,12327,297,
rw,27,40,393,0,935,11392,935,
goni,27,40,371,22,342,11985,364,
kenett,27,40,266,127,208,12119,335,
fe,27,40,97,296,0,12327,296,
rw,27,41,393,0,951,11376,951,
goni,27,41,374,19,343,11984,362,
kenett,27,41,263,130,211,12116,341,
fe,27,41,99,294,0,12327,294,
rw,27,42,393,0,969,11358,969,
goni,27,42,374,19,347,11980,366,
kenett,27,42,264,129,210,12117,339,
fe,27,42,101,292,0,12327,292,
rw,27,43,393,0,988,11339,988,
goni,27,43,374,19,353,11974,372,
kenett,27,43,267,126,207,12120,333,
fe,27,43,104,289,0,12327,289,
rw,27,44,393,0,1009,11318,1009,
goni,27,44,376,17,353,11974,370,
kenett,27,44,264,129,210,12117,339,
fe,27,44,106,287,0,12327,287,
rw,27,45,393,0,1024,11303,1024,
goni,27,45,375,18,358,11969,376,
kenett,27,45,267,126,207,12120,333,
fe,27,45,108,285,0,12327,285,
rw,27,46,393,0,1043,11284,1043,
goni,27,46,377,16,367,11960,383,
kenett,27,46,267,126,207,12120,333,
fe,27,46,110,283,0,12327,283,
rw,27,47,393,0,1056,11271,1056,
goni,27,47,377,16,371,11956,387,
kenett,27,47,265,128,209,12118,337,
fe,27,47,111,282,0,12327,282,
rw,27,48,393,0,1075,11252,1075,
goni,27,48,377,16,380,11947,396,
kenett,27,48,268,125,206,12121,331,
fe,27,48,114,279,0,12327,279,
rw,27,49,393,0,1092,11235,1092,
goni,27,49,377,16,382,11945,398,
kenett,27,49,270,123,204,12123,327,
fe,27,49,116,277,0,12327,277,
rw,27,50,393,0,1108,11219,1108,
goni,27,50,377,16,398,11929,414,
kenett,27,50,273,120,201,12126,321,
fe,27,50,119,274,0,12327,274,
rw,28,1,72,321,27,12300,348,
goni,28,1,8,385,2,12325,387,
kenett,28,1,14,379,208,12119,587,
fe,28,1,3,390,0,12327,390,
rw,28,2,133,260,46,12281,306,
goni,28,2,30,363,3,12324,366,
kenett,28,2,18,375,288,12039,663,
fe,28,2,6,387,0,12327,387,
rw,28,3,171,222,74,12253,296,
goni,28,3,64,329,15,12312,344,
kenett,28,3,15,378,354,11973,732,
fe,28,3,9,384,0,12327,384,
rw,28,4,202,191,99,12228,290,
goni,28,4,93,300,24,12303,324,
kenett,28,4,17,376,370,11957,746,
fe,28,4,12,381,0,12327,381,
rw,28,5,240,153,131,12196,284,
goni,28,5,113,280,36,12291,316,
kenett,28,5,11,382,409,11918,791,
fe,28,5,15,378,0,12327,378,
rw,28,6,260,133,160,12167,293,
goni,28,6,135,258,42,12285,300,
kenett,28,6,15,378,420,11907,798,
fe,28,6,18,375,0,12327,375,
rw,28,7,287,106,183,12144,289,
goni,28,7,170,223,54,12273,277,
kenett,28,7,21,372,420,11907,792,
fe,28,7,21,372,0,12327,372,
rw,28,8,309,84,215,12112,299,
goni,28,8,182,211,68,12259,279,
kenett,28,8,15,378,441,11886,819,
fe,28,8,24,369,0,12327,369,
rw,28,9,319,74,239,12088,313,
goni,28,9,204,189,83,12244,272,
kenett,28,9,14,379,442,11885,821,
fe,28,9,27,366,0,12327,366,
rw,28,10,334,59,263,12064,322,
goni,28,10,226,167,93,12234,260,
kenett,28,10,19,374,446,11881,820,
fe,28,10,30,363,0,12327,363,
rw,28,11,340,53,296,12031,349,
goni,28,11,234,159,99,12228,258,
kenett,28,11,20,373,448,11879,821,
fe,28,11,32,361,0,12327,361,
rw,28,12,349,44,329,11998,373,
goni,28,12,253,140,106,12221,246,
kenett,28,12,38,355,433,11894,788,
fe,28,12,35,358,0,12327,358,
rw,28,13,353,40,362,11965,402,
goni,28,13,264,129,118,12209,247,
kenett,28,13,32,361,439,11888,800,
fe,28,13,38,355,0,12327,355,
rw,28,14,360,33,389,11938,422,
goni,28,14,277,116,130,12197,246,
kenett,28,14,34,359,437,11890,796,
fe,28,14,40,353,0,12327,353,
rw,28,15,365,28,417,11910,445,
goni,28,15,285,108,148,12179,256,
kenett,28,15,33,360,438,11889,798,
fe,28,15,42,351,0,12327,351,
rw,28,16,368,25,442,11885,467,
goni,28,16,300,93,154,12173,247,
kenett,28,16,226,167,248,12079,415,
fe,28,16,43,350,0,12327,350,
rw,28,17,372,21,461,11866,482,
goni,28,17,312,81,154,12173,235,
kenett,28,17,224,169,250,12077,419,
fe,28,17,46,347,0,12327,347,
rw,28,18,374,19,479,11848,498,
goni,28,18,319,74,171,12156,245,
kenett,28,18,240,153,234,12093,387,
fe,28,18,49,344,0,12327,344,
rw,28,19,375,18,508,11819,526,
goni,28,19,321,72,188,12139,260,
kenett,28,19,242,151,232,12095,383,
fe,28,19,52,341,0,12327,341,
rw,28,20,377,16,532,11795,548,
goni,28,20,328,65,195,12132,260,
kenett,28,20,243,150,231,12096,381,
fe,28,20,54,339,0,12327,339,
rw,28,21,380,13,560,11767,573,
goni,28,21,330,63,206,12121,269,
kenett,28,21,245,148,229,12098,377,
fe,28,21,55,338,0,12327,338,
rw,28,22,380,13,577,11750,590,
goni,28,22,335,58,211,12116,269,
kenett,28,22,242,151,232,12095,383,
fe,28,22,57,336,0,12327,336,
rw,28,23,382,11,603,11724,614,
goni,28,23,338,55,219,12108,274,
kenett,28,23,247,146,227,12100,373,
fe,28,23,60,333,0,12327,333,
rw,28,24,384,9,628,11699,637,
goni,28,24,342,51,235,12092,286,
kenett,28,24,250,143,224,12103,367,
fe,28,24,63,330,0,12327,330,
rw,28,25,384,9,642,11685,651,
goni,28,25,346,47,240,12087,287,
kenett,28,25,247,146,227,12100,373,
fe,28,25,66,327,0,12327,327,
rw,28,26,384,9,659,11668,668,
goni,28,26,350,43,247,12080,290,
kenett,28,26,255,138,219,12108,357,
fe,28,26,69,324,0,12327,324,
rw,28,27,384,9,686,11641,695,
goni,28,27,350,43,262,12065,305,
kenett,28,27,257,136,217,12110,353,
fe,28,27,71,322,0,12327,322,
rw,28,28,386,7,703,11624,710,
goni,28,28,354,39,268,12059,307,
kenett,28,28,256,137,218,12109,355,
fe,28,28,74,319,0,12327,319,
rw,28,29,386,7,718,11609,725,
goni,28,29,353,40,285,12042,325,
kenett,28,29,252,141,222,12105,363,
fe,28,29,76,317,0,12327,317,
rw,28,30,387,6,737,11590,743,
goni,28,30,360,33,289,12038,322,
kenett,28,30,250,143,224,12103,367,
fe,28,30,79,314,0,12327,314,
rw,28,31,388,5,747,11580,752,
goni,28,31,364,29,298,12029,327,
kenett,28,31,252,141,222,12105,363,
fe,28,31,80,313,0,12327,313,
rw,28,32,389,4,763,11564,767,
goni,28,32,365,28,296,12031,324,
kenett,28,32,253,140,221,12106,361,
fe,28,32,82,311,0,12327,311,
rw,28,33,389,4,781,11546,785,
goni,28,33,367,26,301,12026,327,
kenett,28,33,258,135,216,12111,351,
fe,28,33,82,311,0,12327,311,
rw,28,34,390,3,804,11523,807,
goni,28,34,367,26,311,12016,337,
kenett,28,34,259,134,215,12112,349,
fe,28,34,85,308,0,12327,308,
rw,28,35,391,2,822,11505,824,
goni,28,35,371,22,318,12009,340,
kenett,28,35,258,135,216,12111,351,
fe,28,35,88,305,0,12327,305,
rw,28,36,391,2,840,11487,842,
goni,28,36,372,21,322,12005,343,
kenett,28,36,263,130,211,12116,341,
fe,28,36,91,302,0,12327,302,
rw,28,37,391,2,857,11470,859,
goni,28,37,373,20,328,11999,348,
kenett,28,37,262,131,212,12115,343,
fe,28,37,93,300,0,12327,300,
rw,28,38,391,2,877,11450,879,
goni,28,38,376,17,333,11994,350,
kenett,28,38,258,135,216,12111,351,
fe,28,38,96,297,0,12327,297,
rw,28,39,392,1,889,11438,890,
goni,28,39,374,19,331,11996,350,
kenett,28,39,259,134,215,12112,349,
fe,28,39,97,296,0,12327,296,
rw,28,40,392,1,904,11423,905,
goni,28,40,376,17,341,11986,358,
kenett,28,40,259,134,215,12112,349,
fe,28,40,100,293,0,12327,293,
rw,28,41,392,1,921,11406,922,
goni,28,41,378,15,344,11983,359,
kenett,28,41,251,142,223,12104,365,
fe,28,41,102,291,0,12327,291,
rw,28,42,392,1,943,11384,944,
goni,28,42,377,16,344,11983,360,
kenett,28,42,258,135,216,12111,351,
fe,28,42,105,288,0,12327,288,
rw,28,43,393,0,968,11359,968,
goni,28,43,376,17,351,11976,368,
kenett,28,43,263,130,211,12116,341,
fe,28,43,107,286,0,12327,286,
rw,28,44,393,0,990,11337,990,
goni,28,44,376,17,362,11965,379,
kenett,28,44,259,134,215,12112,349,
fe,28,44,107,286,0,12327,286,
rw,28,45,393,0,1009,11318,1009,
goni,28,45,379,14,369,11958,383,
kenett,28,45,266,127,208,12119,335,
fe,28,45,109,284,0,12327,284,
rw,28,46,393,0,1031,11296,1031,
goni,28,46,381,12,372,11955,384,
kenett,28,46,263,130,211,12116,341,
fe,28,46,112,281,0,12327,281,
rw,28,47,393,0,1051,11276,1051,
goni,28,47,381,12,380,11947,392,
kenett,28,47,263,130,211,12116,341,
fe,28,47,114,279,0,12327,279,
rw,28,48,393,0,1068,11259,1068,
goni,28,48,381,12,389,11938,401,
kenett,28,48,270,123,204,12123,327,
fe,28,48,115,278,0,12327,278,
rw,28,49,393,0,1080,11247,1080,
goni,28,49,381,12,397,11930,409,
kenett,28,49,263,130,211,12116,341,
fe,28,49,117,276,0,12327,276,
rw,28,50,393,0,1100,11227,1100,
goni,28,50,381,12,405,11922,417,
kenett,28,50,273,120,201,12126,321,
fe,28,50,119,274,0,12327,274,
rw,29,1,80,313,17,12310,330,
goni,29,1,7,386,1,12326,387,
kenett,29,1,15,378,225,12102,603,
fe,29,1,3,390,0,12327,390,
rw,29,2,127,266,58,12269,324,
goni,29,2,31,362,6,12321,368,
kenett,29,2,9,384,318,12009,702,
fe,29,2,6,387,0,12327,387,
rw,29,3,169,224,93,12234,317,
goni,29,3,64,329,11,12316,340,
kenett,29,3,14,379,364,11963,743,
fe,29,3,9,384,0,12327,384,
rw,29,4,199,194,118,12209,312,
goni,29,4,82,311,25,12302,336,
kenett,29,4,12,381,378,11949,759,
fe,29,4,12,381,0,12327,381,
rw,29,5,234,159,148,12179,307,
goni,29,5,109,284,35,12292,319,
kenett,29,5,13,380,398,11929,778,
fe,29,5,15,378,0,12327,378,
rw,29,6,271,122,172,12155,294,
goni,29,6,140,253,49,12278,302,
kenett,29,6,17,376,421,11906,797,
fe,29,6,18,375,0,12327,375,
rw,29,7,286,107,195,12132,302,
goni,29,7,165,228,58,12269,286,
kenett,29,7,14,379,427,11900,806,
fe,29,7,20,373,0,12327,373,
rw,29,8,308,85,225,12102,310,
goni,29,8,188,205,67,12260,272,
kenett,29,8,16,377,437,11890,814,
fe,29,8,23,370,0,12327,370,
rw,29,9,322,71,262,12065,333,
goni,29,9,215,178,79,12248,257,
kenett,29,9,21,372,444,11883,816,
fe,29,9,26,367,0,12327,367,
rw,29,10,339,54,292,12035,346,
goni,29,10,228,165,92,12235,257,
kenett,29,10,25,368,446,11881,814,
fe,29,10,28,365,0,12327,365,
rw,29,11,354,39,313,12014,352,
goni,29,11,241,152,110,12217,262,
kenett,29,11,174,219,300,12027,519,
fe,29,11,31,362,0,12327,362,
rw,29,12,363,30,342,11985,372,
goni,29,12,260,133,125,12202,258,
kenett,29,12,189,204,285,12042,489,
fe,29,12,32,361,0,12327,361,
rw,29,13,368,25,366,11961,391,
goni,29,13,270,123,138,12189,261,
kenett,29,13,188,205,286,12041,491,
fe,29,13,35,358,0,12327,358,
rw,29,14,371,22,399,11928,421,
goni,29,14,279,114,144,12183,258,
kenett,29,14,194,199,280,12047,479,
fe,29,14,38,355,0,12327,355,
rw,29,15,378,15,418,11909,433,
goni,29,15,288,105,152,12175,257,
kenett,29,15,198,195,276,12051,471,
fe,29,15,41,352,0,12327,352,
rw,29,16,382,11,446,11881,457,
goni,29,16,307,86,164,12163,250,
kenett,29,16,197,196,277,12050,473,
fe,29,16,44,349,0,12327,349,
rw,29,17,383,10,467,11860,477,
goni,29,17,308,85,174,12153,259,
kenett,29,17,208,185,266,12061,451,
fe,29,17,46,347,0,12327,347,
rw,29,18,384,9,498,11829,507,
goni,29,18,315,78,191,12136,269,
kenett,29,18,218,175,256,12071,431,
fe,29,18,49,344,0,12327,344,
rw,29,19,386,7,523,11804,530,
goni,29,19,321,72,210,12117,282,
kenett,29,19,232,161,242,12085,403,
fe,29,19,52,341,0,12327,341,
rw,29,20,387,6,548,11779,554,
goni,29,20,329,64,214,12113,278,
kenett,29,20,216,177,258,12069,435,
fe,29,20,54,339,0,12327,339,
rw,29,21,388,5,564,11763,569,
goni,29,21,337,56,214,12113,270,
kenett,29,21,220,173,254,12073,427,
fe,29,21,56,337,0,12327,337,
rw,29,22,389,4,588,11739,592,
goni,29,22,340,53,221,12106,274,
kenett,29,22,223,170,251,12076,421,
fe,29,22,58,335,0,12327,335,
rw,29,23,390,3,607,11720,610,
goni,29,23,348,45,231,12096,276,
kenett,29,23,226,167,248,12079,415,
fe,29,23,61,332,0,12327,332,
rw,29,24,390,3,631,11696,634,
goni,29,24,351,42,242,12085,284,
kenett,29,24,231,162,243,12084,405,
fe,29,24,64,329,0,12327,329,
rw,29,25,391,2,652,11675,654,
goni,29,25,346,47,245,12082,292,
kenett,29,25,232,161,242,12085,403,
fe,29,25,65,328,0,12327,328,
rw,29,26,391,2,670,11657,672,
goni,29,26,348,45,259,12068,304,
kenett,29,26,239,154,235,12092,389,
fe,29,26,68,325,0,12327,325,
rw,29,27,391,2,684,11643,686,
goni,29,27,352,41,273,12054,314,
kenett,29,27,240,153,234,12093,387,
fe,29,27,71,322,0,12327,322,
rw,29,28,391,2,703,11624,705,
goni,29,28,355,38,291,12036,329,
kenett,29,28,236,157,238,12089,395,
fe,29,28,74,319,0,12327,319,
rw,29,29,391,2,731,11596,733,
goni,29,29,356,37,300,12027,337,
kenett,29,29,243,150,231,12096,381,
fe,29,29,75,318,0,12327,318,
rw,29,30,391,2,754,11573,756,
goni,29,30,356,37,311,12016,348,
kenett,29,30,250,143,224,12103,367,
fe,29,30,78,315,0,12327,315,
rw,29,31,391,2,777,11550,779,
goni,29,31,358,35,317,12010,352,
kenett,29,31,255,138,219,12108,357,
fe,29,31,80,313,0,12327,313,
rw,29,32,392,1,788,11539,789,
goni,29,32,360,33,323,12004,356,
kenett,29,32,253,140,221,12106,361,
fe,29,32,82,311,0,12327,311,
rw,29,33,392,1,801,11526,802,
goni,29,33,360,33,328,11999,361,
kenett,29,33,257,136,217,12110,353,
fe,29,33,84,309,0,12327,309,
rw,29,34,393,0,814,11513,814,
goni,29,34,362,31,344,11983,375,
kenett,29,34,258,135,216,12111,351,
fe,29,34,84,309,0,12327,309,
rw,29,35,393,0,824,11503,824,
goni,29,35,366,27,345,11982,372,
kenett,29,35,259,134,215,12112,349,
fe,29,35,86,307,0,12327,307,
rw,29,36,393,0,837,11490,837,
goni,29,36,368,25,347,11980,372,
kenett,29,36,253,140,221,12106,361,
fe,29,36,86,307,0,12327,307,
rw,29,37,393,0,855,11472,855,
goni,29,37,369,24,348,11979,372,
kenett,29,37,262,131,212,12115,343,
fe,29,37,87,306,0,12327,306,
rw,29,38,393,0,876,11451,876,
goni,29,38,373,20,358,11969,378,
kenett,29,38,262,131,212,12115,343,
fe,29,38,88,305,0,12327,305,
rw,29,39,393,0,897,11430,897,
goni,29,39,372,21,362,11965,383,
kenett,29,39,267,126,207,12120,333,
fe,29,39,89,304,0,12327,304,
rw,29,40,393,0,917,11410,917,
goni,29,40,374,19,364,11963,383,
kenett,29,40,263,130,211,12116,341,
fe,29,40,92,301,0,12327,301,
rw,29,41,393,0,929,11398,929,
goni,29,41,373,20,370,11957,390,
kenett,29,41,267,126,207,12120,333,
fe,29,41,94,299,0,12327,299,
rw,29,42,393,0,947,11380,947,
goni,29,42,374,19,371,11956,390,
kenett,29,42,268,125,206,12121,331,
fe,29,42,97,296,0,12327,296,
rw,29,43,393,0,963,11364,963,
goni,29,43,373,20,377,11950,397,
kenett,29,43,268,125,206,12121,331,
fe,29,43,98,295,0,12327,295,
rw,29,44,393,0,984,11343,984,
goni,29,44,375,18,376,11951,394,
kenett,29,44,272,121,202,12125,323,
fe,29,44,101,292,0,12327,292,
rw,29,45,393,0,1004,11323,1004,
goni,29,45,375,18,378,11949,396,
kenett,29,45,273,120,201,12126,321,
fe,29,45,104,289,0,12327,289,
rw,29,46,393,0,1025,11302,1025,
goni,29,46,377,16,381,11946,397,
kenett,29,46,264,129,210,12117,339,
fe,29,46,106,287,0,12327,287,
rw,29,47,393,0,1040,11287,1040,
goni,29,47,376,17,384,11943,401,
kenett,29,47,277,116,197,12130,313,
fe,29,47,108,285,0,12327,285,
rw,29,48,393,0,1055,11272,1055,
goni,29,48,378,15,394,11933,409,
kenett,29,48,274,119,200,12127,319,
fe,29,48,110,283,0,12327,283,
rw,29,49,393,0,1066,11261,1066,
goni,29,49,381,12,402,11925,414,
kenett,29,49,276,117,198,12129,315,
fe,29,49,111,282,0,12327,282,
rw,29,50,393,0,1082,11245,1082,
goni,29,50,380,13,413,11914,426,
kenett,29,50,271,122,203,12124,325,
fe,29,50,113,280,0,12327,280,
rw,30,1,69,324,28,12299,352,
goni,30,1,8,385,0,12327,385,
kenett,30,1,5,388,241,12086,629,
fe,30,1,3,390,0,12327,390,
rw,30,2,119,274,63,12264,337,
goni,30,2,29,364,8,12319,372,
kenett,30,2,14,379,334,11993,713,
fe,30,2,6,387,0,12327,387,
rw,30,3,164,229,96,12231,325,
goni,30,3,65,328,18,12309,346,
kenett,30,3,17,376,373,11954,749,
fe,30,3,9,384,0,12327,384,
rw,30,4,191,202,129,12198,331,
goni,30,4,84,309,25,12302,334,
kenett,30,4,19,374,392,11935,766,
fe,30,4,12,381,0,12327,381,
rw,30,5,224,169,165,12162,334,
goni,30,5,112,281,33,12294,314,
kenett,30,5,14,379,424,11903,803,
fe,30,5,15,378,0,12327,378,
rw,30,6,248,145,193,12134,338,
goni,30,6,128,265,41,12286,306,
kenett,30,6,16,377,428,11899,805,
fe,30,6,18,375,0,12327,375,
rw,30,7,273,120,225,12102,345,
goni,30,7,161,232,54,12273,286,
kenett,30,7,13,380,437,11890,817,
fe,30,7,21,372,0,12327,372,
rw,30,8,294,99,254,12073,353,
goni,30,8,182,211,70,12257,281,
kenett,30,8,13,380,443,11884,823,
fe,30,8,24,369,0,12327,369,
rw,30,9,314,79,286,12041,365,
goni,30,9,192,201,79,12248,280,
kenett,30,9,20,373,448,11879,821,
fe,30,9,27,366,0,12327,366,
rw,30,10,331,62,308,12019,370,
goni,30,10,218,175,104,12223,279,
kenett,30,10,31,362,437,11890,799,
fe,30,10,30,363,0,12327,363,
rw,30,11,337,56,334,11993,390,
goni,30,11,235,158,115,12212,273,
kenett,30,11,22,371,446,11881,817,
fe,30,11,32,361,0,12327,361,
rw,30,12,346,47,358,11969,405,
goni,30,12,247,146,127,12200,273,
kenett,30,12,22,371,446,11881,817,
fe,30,12,35,358,0,12327,358,
rw,30,13,353,40,378,11949,418,
goni,30,13,256,137,141,12186,278,
kenett,30,13,20,373,448,11879,821,
fe,30,13,38,355,0,12327,355,
rw,30,14,358,35,406,11921,441,
goni,30,14,264,129,158,12169,287,
kenett,30,14,28,365,440,11887,805,
fe,30,14,41,352,0,12327,352,
rw,30,15,363,30,425,11902,455,
goni,30,15,279,114,157,12170,271,
kenett,30,15,30,363,438,11889,801,
fe,30,15,43,350,0,12327,350,
rw,30,16,369,24,448,11879,472,
goni,30,16,288,105,172,12155,277,
kenett,30,16,32,361,439,11888,800,
fe,30,16,45,348,0,12327,348,
rw,30,17,377,16,481,11846,497,
goni,30,17,298,95,182,12145,277,
kenett,30,17,202,191,272,12055,463,
fe,30,17,48,345,0,12327,345,
rw,30,18,377,16,512,11815,528,
goni,30,18,307,86,182,12145,268,
kenett,30,18,209,184,265,12062,449,
fe,30,18,50,343,0,12327,343,
rw,30,19,379,14,537,11790,551,
goni,30,19,312,81,194,12133,275,
kenett,30,19,208,185,266,12061,451,
fe,30,19,53,340,0,12327,340,
rw,30,20,380,13,553,11774,566,
goni,30,20,319,74,216,12111,290,
kenett,30,20,216,177,258,12069,435,
fe,30,20,55,338,0,12327,338,
rw,30,21,381,12,576,11751,588,
goni,30,21,325,68,224,12103,292,
kenett,30,21,218,175,256,12071,431,
fe,30,21,58,335,0,12327,335,
rw,30,22,383,10,590,11737,600,
goni,30,22,329,64,237,12090,301,
kenett,30,22,217,176,257,12070,433,
fe,30,22,61,332,0,12327,332,
rw,30,23,385,8,610,11717,618,
goni,30,23,330,63,251,12076,314,
kenett,30,23,218,175,256,12071,431,
fe,30,23,64,329,0,12327,329,
rw,30,24,386,7,628,11699,635,
goni,30,24,341,52,254,12073,306,
kenett,30,24,226,167,248,12079,415,
fe,30,24,67,326,0,12327,326,
rw,30,25,388,5,648,11679,653,
goni,30,25,344,49,263,12064,312,
kenett,30,25,226,167,248,12079,415,
fe,30,25,69,324,0,12327,324,
rw,30,26,388,5,670,11657,675,
goni,30,26,347,46,281,12046,327,
kenett,30,26,236,157,238,12089,395,
fe,30,26,71,322,0,12327,322,
rw,30,27,388,5,687,11640,692,
goni,30,27,347,46,279,12048,325,
kenett,30,27,231,162,243,12084,405,
fe,30,27,73,320,0,12327,320,
rw,30,28,388,5,716,11611,721,
goni,30,28,349,44,280,12047,324,
kenett,30,28,235,158,239,12088,397,
fe,30,28,76,317,0,12327,317,
rw,30,29,388,5,737,11590,742,
goni,30,29,349,44,288,12039,332,
kenett,30,29,238,155,236,12091,391,
fe,30,29,78,315,0,12327,315,
rw,30,30,389,4,756,11571,760,
goni,30,30,351,42,297,12030,339,
kenett,30,30,240,153,234,12093,387,
fe,30,30,80,313,0,12327,313,
rw,30,31,389,4,766,11561,770,
goni,30,31,361,32,302,12025,334,
kenett,30,31,235,158,239,12088,397,
fe,30,31,83,310,0,12327,310,
rw,30,32,390,3,789,11538,792,
goni,30,32,361,32,311,12016,343,
kenett,30,32,243,150,231,12096,381,
fe,30,32,85,308,0,12327,308,
rw,30,33,390,3,809,11518,812,
goni,30,33,361,32,308,12019,340,
kenett,30,33,246,147,228,12099,375,
fe,30,33,88,305,0,12327,305,
rw,30,34,390,3,834,11493,837,
goni,30,34,366,27,318,12009,345,
kenett,30,34,249,144,225,12102,369,
fe,30,34,90,303,0,12327,303,
rw,30,35,390,3,851,11476,854,
goni,30,35,365,28,322,12005,350,
kenett,30,35,253,140,221,12106,361,
fe,30,35,90,303,0,12327,303,
rw,30,36,390,3,867,11460,870,
goni,30,36,365,28,330,11997,358,
kenett,30,36,257,136,217,12110,353,
fe,30,36,93,300,0,12327,300,
rw,30,37,390,3,894,11433,897,
goni,30,37,367,26,334,11993,360,
kenett,30,37,262,131,212,12115,343,
fe,30,37,96,297,0,12327,297,
rw,30,38,390,3,918,11409,921,
goni,30,38,367,26,336,11991,362,
kenett,30,38,261,132,213,12114,345,
fe,30,38,97,296,0,12327,296,
rw,30,39,390,3,937,11390,940,
goni,30,39,367,26,342,11985,368,
kenett,30,39,256,137,218,12109,355,
fe,30,39,99,294,0,12327,294,
rw,30,40,390,3,961,11366,964,
goni,30,40,368,25,345,11982,370,
kenett,30,40,261,132,213,12114,345,
fe,30,40,101,292,0,12327,292,
rw,30,41,390,3,979,11348,982,
goni,30,41,366,27,345,11982,372,
kenett,30,41,261,132,213,12114,345,
fe,30,41,103,290,0,12327,290,
rw,30,42,390,3,993,11334,996,
goni,30,42,367,26,358,11969,384,
kenett,30,42,260,133,214,12113,347,
fe,30,42,106,287,0,12327,287,
rw,30,43,390,3,1007,11320,1010,
goni,30,43,369,24,360,11967,384,
kenett,30,43,256,137,218,12109,355,
fe,30,43,108,285,0,12327,285,
rw,30,44,391,2,1024,11303,1026,
goni,30,44,372,21,362,11965,383,
kenett,30,44,264,129,210,12117,339,
fe,30,44,111,282,0,12327,282,
rw,30,45,392,1,1044,11283,1045,
goni,30,45,372,21,367,11960,388,
kenett,30,45,266,127,208,12119,335,
fe,30,45,113,280,0,12327,280,
rw,30,46,392,1,1066,11261,1067,
goni,30,46,372,21,373,11954,394,
kenett,30,46,269,124,205,12122,329,
fe,30,46,114,279,0,12327,279,
rw,30,47,392,1,1083,11244,1084,
