word,freq
integrator,0.04
integrity,7.2
integument,#N/A
intellect,2.14
intellectual,4.59
intellectualism,0.04
intellectuality,0.02
intellectualization,0.02
intellectualize,0.04
intelligence,19.27
intelligent,13.51
intelligentsia,0.06
intelligible,0.06
intemperance,0.02
intemperate,0.1
intend,23.2
intendant,0.02
intense,10.2
intensifier,0.06
intensify,0.24
intensity,2.49
intensive,2.2
intent,5.61
intention,10.96
intentional,1.47
intentionality,0.12
intentioned,0.04
inter,0.35
interact,1.43
interaction,1.18
interactive,0.55
interagency,0.39
interbank,0.02
intercede,0.49
intercellular,0.02
intercept,4.22
interception,0.57
interceptor,0.24
intercession,0.12
interchange,0.29
interchangeability,0.02
interchangeable,0.39
intercity,0.06
intercollegiate,0.08
intercom,2.1
interconnect,0.02
interconnectedness,0.08
interconnecting,0.04
interconnection,0.02
intercontinental,0.12
intercooler,0.02
intercourse,3.78
intercut,0.04
interdepartmental,0.04
interdependent,0.02
interdict,0.08
interdiction,0.1
interdisciplinary,0.02
interest,50.94
interested,85.76
interesting,86.69
interface,1.51
interfaith,0.12
interfere,9.53
interference,4.65
interferon,0.06
intergalactic,0.76
interim,0.69
interior,5.24
interject,0.45
interjection,0.06
interlace,0.04
interleague,0.04
interline,#N/A
interlock,0.35
interlocking,0.22
interlocutory,0.06
interloper,0.2
interlude,0.43
intermarry,0.02
intermediary,0.33
intermediate,0.45
interment,0.12
interminable,0.31
intermingle,0.1
intermission,1.35
intermittent,0.55
intermix,0.16
intermountain,0.02
intern,4.55
internal,9.84
internalize,0.08
international,14.22
internationalist,0.04
interne,#N/A
internecine,0.04
internet,6.55
internist,0.27
internment,0.35
internship,2.98
internuncio,#N/A
interoffice,0.45
interpenetrate,0.02
interpersonal,0.27
interplanetary,0.27
interplay,0.08
interpolation,0.04
interpose,0.02
interposition,#N/A
interpret,2.45
interpretation,2.55
interpretational,0.02
interpretative,0.02
interpreter,1.78
interpretive,0.41
interracial,0.25
interrelate,#N/A
interrelated,0.08
interrelationship,0.04
interrogate,1.92
interrogation,5.67
interrogative,0.04
interrogator,0.33
interrogatory,0.06
interrupt,18.73
interrupter,0.06
interruption,1.88
interruptive,0.02
interscholastic,0.04
intersect,0.31
intersection,2.27
interspecies,0.06
intersperse,0.02
interstate,2.16
interstellar,0.65
interstice,#N/A
interstitial,0.04
intertwine,0.16
interval,0.88
intervene,1.41
intervention,3.65
interventionist,0.06
interview,29.51
interviewee,0.08
interviewer,0.43
interweave,0.02
intestate,#N/A
intestinal,0.63
intestine,1.02
intimacy,3.27
intimate,6.96
intimation,#N/A
intimidate,1.71
intimidating,1.37
intimidation,0.55
intimidator,0.02
into,844.59
intolerable,1.35
intolerance,0.67
intolerant,0.86
intonation,0.2
intone,0.02
intoxicate,0.04
intoxicating,0.96
intoxication,0.37
intracranial,0.45
intractable,0.12
intrados,#N/A
intramural,0.08
intramuscular,0.06
intranet,0.08
intransigence,0.06
intransigent,0.08
intransitive,0.06
intraocular,0.02
intraparty,0.02
intrastate,0.04
intrauterine,0.08
intravascular,0.04
intravenous,0.63
intrepid,0.61
intrepidity,0.04
intricacy,0.08
intricate,1.04
intrigue,1.51
intrigued,1.76
intriguing,2.55
intrinsic,0.2
intro,2
introduce,34.73
introducer,0.06
introduction,4.27
introductory,0.33
introspect,0.02
introspection,0.18
introspective,0.29
introvert,0.06
intrude,2.53
intruder,3.65
intrusion,2.49
intrusive,0.61
intubate,1.88
intubation,0.96
intuit,0.02
intuition,3.43
intuitive,1.06
inundation,0.02
inure,0.02
inurnment,0.02
invade,3.06
invader,0.55
invalid,1.73
invalidate,0.35
invalidation,0.02
invalidism,0.02
invaluable,1.29
invariable,0.08
invariance,0.04
invasion,8.51
invasive,1.16
invective,0.04
inveigle,0.06
invent,4.61
invention,6.08
inventive,0.9
inventiveness,0.12
inventor,2.29
inventory,4.67
inverse,0.27
inversion,0.25
invert,0.12
invertebrate,0.02
inverted,0.78
inverter,0.04
invest,4.73
investigate,9.47
investigation,29.24
investigative,1.61
investigator,6.1
investiture,0.04
investment,9.75
investor,1.27
inveterate,0.04
invigilate,0.04
invigorate,0.06
invigorated,0.14
invigorating,0.29
invincibility,0.1
invincible,3.02
inviolability,0.04
inviolable,0.04
inviolate,0.16
invisibility,0.67
invisible,12.35
invitation,14.88
invitational,0.1
invite,29.59
invitee,0.04
inviter,0.02
invocation,0.06
invoice,1.04
invoke,1
involuntary,1.02
involve,6.47
involvement,4.88
invulnerable,0.71
inward,0.78
iodide,0.18
iodine,1.25
ion,0.39
ionic,0.16
ionization,0.24
ionosphere,0.2
iota,0.45
ipecac,0.41
irascibility,#N/A
irascible,0.06
irate,0.61
ire,0.27
irenic,#N/A
iridescent,0.06
iridium,0.24
iris,5.29
irk,0.1
irksome,0.18
iron,17.94
ironbark,0.02
ironbound,0.02
ironclad,0.51
ironer,0.06
ironic,6.12
ironical,0.12
ironingboard,#N/A
ironmonger,0.02
ironstone,0.02
ironwood,0.02
ironwork,0.06
ironworks,0.16
irony,4.57
irradiate,0.12
irradiation,0.02
irrational,2.92
irrationality,0.02
irreconcilable,0.12
irrecoverable,0.02
irredeemable,0.06
irreducible,0.02
irrefutable,0.25
irregular,2.53
irregularity,0.39
irrelevancy,0.06
irrelevant,5.14
irreligious,0.04
irremovable,0.02
irreparable,0.67
irreplaceable,0.84
irrepressible,0.2
irreproachable,0.04
irresistibility,0.02
irresistible,3.24
irresponsibility,0.16
irresponsible,4.65
irretrievable,0.06
irreverence,0.18
irreverent,0.14
irreversible,0.8
irrevocability,0.02
irrevocable,0.37
irrigate,0.61
irrigation,0.84
irritability,0.22
irritable,1.45
irritant,0.12
irritate,0.94
irritating,2.18
irritation,0.63
ischemia,0.1
ischemic,0.41
isinglass,0.02
island,39.57
islander,0.04
isle,1.22
isobar,#N/A
isolate,2.88
isolation,3.1
isolationism,0.06
isolationist,0.14
isomeric,#N/A
isomerism,0.12
isometric,0.08
isometrics,0.14
isopropyl,0.14
isosceles,0.22
isothermal,0.02
isotonic,0.04
isotope,0.49
isotopic,0.06
issuance,0.06
issue,34.14
isthmian,#N/A
isthmus,0.1
it,18896.31
italic,0.06
itch,4.18
itchiness,0.02
itchy,2.27
item,12.31
itemize,0.1
itemized,0.24
iterate,0.02
iteration,0.06
itinerant,0.02
itinerary,1.67
itself,39.78
ivory,1.39
jab,3.35
jabber,0.49
jabberwocky,0.06
jabot,#N/A
jacaranda,0.02
jacinth,#N/A
jack,251.59
jackal,1.59
jackanapes,0.08
jackass,6.8
jackboot,0.02
jackbooted,0.02
jackdaw,0.02
jacket,33.41
jacketed,0.06
jackhammer,0.53
jackknife,0.18
jackleg,0.02
jackpot,3.71
jackrabbit,0.65
jacquard,0.04
jade,5.08
jaded,0.78
jag,1.75
jagged,0.57
jaguar,2.37
jai,0.29
jail,70.63
jailbait,0.27
jailbird,0.67
jailbreak,0.51
jailer,1.51
jailhouse,1.35
jalapeno,0.12
jalopy,0.71
jam,13.53
jamb,0.04
jambalaya,0.24
jamboree,0.53
jammer,0.49
jangle,0.33
janitor,5.73
janitorial,0.43
janitress,0.02
january,6.69
japan,15.51
jape,0.08
japery,0.02
jar,8.31
jargon,0.61
jarhead,0.45
jasmine,5.45
jasper,4.53
jaundice,0.27
jaundiced,0.22
jaunt,0.37
jaunty,0.18
java,1.53
javelin,0.47
jaw,7.14
jawbone,0.41
jawbreaker,0.12
jaws,2.61
jay,16.1
jaybird,0.22
jaywalk,0.1
jaywalker,0.06
jazz,11.92
jazzman,0.04
jazzy,0.49
jealous,38.27
jealousy,5.75
jean,17.73
jeans,6.61
jeep,10.27
jeer,0.06
jeering,0.39
jejune,0.16
jejunum,0.08
jellied,0.1
jelly,7.12
jellybean,0.45
jellyfish,1.45
jellylike,0.02
jellyroll,0.08
jennet,#N/A
jeopardize,2.88
jeopardy,3.43
jerk,33.14
jerker,0.02
jerkin,0.37
jerkwater,0.14
jerky,2.27
jeroboam,0.02
jersey,18.1
jest,1.33
jester,2.29
jet,14.14
jetliner,0.06
jetsam,0.18
jettison,0.73
jetty,0.25
jewel,7.24
jeweled,0.29
jeweler,1.04
jewelry,11.06
jib,0.71
jibber,0.27
jibe,0.35
jiff,0.51
jiffy,1.57
jig,1.71
jigger,0.2
jiggle,1.22
jigsaw,1.86
jihad,0.76
jillion,0.2
jilt,0.04
jimsonweed,0.24
jingle,5.06
jingo,0.08
jingoist,0.02
jinx,4
jitney,0.14
jitter,0.16
jitterbug,0.37
jittery,0.41
jive,1.69
job,413
jobber,0.02
jobholder,#N/A
jobless,0.33
jockey,4.84
jockstrap,0.43
jocose,0.08
jocular,0.02
jocularity,0.14
jocund,0.08
jodhpur,0.04
jog,2.41
jogger,0.47
jogging,2.57
joggle,0.02
join,83.43
joiner,0.33
joinery,0.02
joint,27.55
joist,0.06
jojoba,0.12
joke,73.02
joker,4.57
jokester,0.08
jokey,0.08
jollification,0.02
jolliness,0.02
jollity,0.02
jolly,7.49
jolt,1.37
jolty,0.02
jonquil,0.04
josh,20.37
jostle,0.1
jot,0.73
joule,0.02
jour,0.67
journal,8.88
journalism,3.82
journalist,6.1
journalistic,0.69
journey,19.94
journeyman,0.04
journo,0.2
joust,1.14
jouster,0.06
jovial,0.22
joviality,0.02
jowl,0.08
joy,28.55
joyful,1.49
joyfulness,0.02
joyless,0.1
joyous,1.35
joyride,0.88
joystick,0.29
jubilant,0.16
jubilation,0.1
jubilee,0.8
judge,79.67
judgeship,0.2
judgment,16.45
judgmental,1.51
judicature,#N/A
judicial,1.35
judiciary,0.22
judicious,0.16
judo,0.96
jug,2.63
juggernaut,0.29
juggle,1.45
juggler,0.47
jugular,1.39
juice,26.88
juicehead,0.04
juicer,0.39
juicy,4.29
jujitsu,0.31
juju,0.59
jujube,0.04
juke,0.47
jukebox,2.27
julep,0.35
julienne,0.06
jumble,0.31
jumbo,2.82
jump,69.82
jumper,2.29
jumprope,#N/A
jumpsuit,0.71
jumpy,3.1
junco,0.29
junction,2.94
juncture,0.78
jungle,22.57
junior,35.78
juniper,0.47
junk,15.37
junket,0.84
junkie,5.2
junkman,0.1
junky,0.45
junkyard,2.69
juridical,0.06
jurisdiction,5.31
jurisdictional,0.2
jurisprudence,0.16
jurisprudential,0.02
jurist,0.25
juror,2.57
jury,42.76
jus,0.45
just,4749.14
justice,37.45
justifiable,0.53
justification,0.92
justify,5.02
justness,0.02
jut,0.1
jute,0.24
juvenile,5.12
juxtapose,0.06
juxtaposition,0.16
kabuki,0.35
kale,0.55
kaleidoscope,0.29
kamikaze,1.33
kangaroo,2.31
kanji,0.1
kapok,0.04
kappa,1.04
kaput,1
karakul,#N/A
karaoke,3.33
karate,7.57
karma,3.45
karmic,0.49
kart,0.08
karting,0.02
kasha,0.08
katydid,0.06
kava,0.08
kayak,0.51
kayaker,0.02
kazoo,0.61
kebab,0.61
kedge,#N/A
keel,1.2
keelhaul,0.02
keen,4.47
keenness,0.08
keep,702.86
keeper,4.08
keepsake,0.71
keg,3.43
keister,0.78
kelp,1.24
kelpie,0.12
kendo,0.37
kennel,1.12
keno,0.84
kepi,0.04
keratin,0.04
kerchief,0.37
kerfuffle,0.02
kernel,0.69
kerosene,1.29
ketchup,6.08
kettle,2.8
kettledrum,0.04
kewpie,0.69
key,86.86
keyboard,1.8
keyboardist,0.06
keyhole,1.04
keyless,0.02
keynote,0.65
keypad,0.53
keystone,0.35
keystroke,0.2
keyword,0.53
khaki,0.82
khan,3.88
khedive,0.18
kibble,0.8
kibbutz,0.24
kibitz,0.24
kibitzer,0.06
kibosh,0.29
kick,73.41
kickable,0.02
kickback,0.29
kickball,0.1
kickboxing,0.43
kicker,1.06
kickoff,1.04
kid,339.2
kidder,0.86
kiddo,8.47
kiddy,0.35
kidnap,6.49
kidnapper,4.04
kidnapping,12.1
kidney,9.69
kids,301.1
kidskin,0.04
kielbasa,0.24
kike,0.43
kill,452.57
killer,62.86
killjoy,0.47
kiln,0.37
kilo,1.57
kilobyte,0.02
kilogram,0.06
kilohertz,0.02
kilometer,0.39
kiloton,0.06
kilowatt,0.12
kilt,0.61
kilter,0.08
kimono,1.08
kin,4.27
kina,0.02
kind,590.69
kindergarten,3.82
kindergartener,0.02
kindergartner,0.04
kindhearted,0.16
kindle,0.18
kindler,0.02
kindliness,0.04
kindling,0.57
kindness,9.02
kindred,0.88
kine,0.04
kinescope,0.02
kinesiology,0.06
kinesis,0.02
kinesthesia,0.02
kinetic,0.63
kinetics,0.02
kinfolk,0.35
king,129.25
kingdom,15.43
kingfisher,0.18
kingly,0.08
kingmaker,0.06
kingpin,1
kingship,0.06
kink,0.67
kinkajou,0.02
kinkiness,0.02
kinky,2.98
kinship,0.43
kinsman,0.31
kinswoman,0.02
kiosk,0.45
kip,1.88
kipper,0.27
kirsch,0.61
kirtle,0.02
kismet,0.45
kiss,121.16
kissable,0.1
kisser,3.41
kissy,0.39
kit,17.65
kitbag,0.02
kitchen,58.31
kitchenette,0.31
kitchenware,0.04
kite,2.29
kith,0.1
kitsch,0.35
kitschy,0.06
kitten,4.73
kitty,26.71
kiwi,0.78
klatch,0.12
klaxon,0.39
kleptomania,0.08
kleptomaniac,0.18
kludge,0.22
klutz,0.92
klutziness,0.02
klutzy,0.1
klystron,0.08
knack,2.49
knackered,0.37
knackwurst,0.1
knapsack,0.65
knave,0.37
knavery,0.02
knavish,0.02
knead,0.18
kneader,0.08
knee,14.69
kneecap,0.57
kneel,5.33
kneeler,0.04
kneepad,0.04
knell,0.27
knick,0.39
knickerbockers,0.08
knickers,1.27
knickknack,0.08
knife,46.8
knight,26.76
knighthood,0.51
knish,0.31
knit,1.9
knitter,0.04
knitting,2.25
knob,2.45
knobby,0.08
knock,64.69
knockabout,0.02
knockdown,0.35
knocker,0.33
knockoff,0.45
knockout,3.33
knockwurst,0.35
knoll,0.53
knot,3.69
knothole,0.12
knotty,0.14
know,5721.18
knowable,0.02
knower,0.02
knowhow,0.14
knowledge,25.53
knowledgeable,0.78
knuckle,1.29
knuckleball,0.04
knucklehead,1.08
knuckler,0.04
knuckles,3.45
knurled,0.02
koala,0.61
kobold,#N/A
kohlrabi,#N/A
kook,0.76
kookaburra,0.02
kooky,0.69
kopeck,0.14
korma,0.06
kosher,2.69
kowtow,0.29
kraken,0.71
kraut,1.55
krill,0.16
kryptonite,0.8
kudos,0.86
kudu,0.08
kudzu,0.1
kummel,0.06
kumquat,0.47
kung,5.25
kwacha,0.02
kwanza,0.08
kyat,#N/A
lab,39.61
label,6.88
labeler,0.02
labia,0.27
labial,0.02
labile,0.04
labor,12.18
laboratory,6.49
laborer,0.45
laborious,0.12
laborsaving,0.02
laburnum,#N/A
labyrinth,0.8
labyrinthine,0.04
lace,3.71
lacerate,0.02
laceration,1.18
lack,17.75
lackadaisical,0.08
lackey,0.65
lackluster,0.12
laconic,0.04
lacquer,0.43
lacrosse,1.04
lactate,0.16
lactated,0.08
lactation,0.06
lactic,0.1
lactose,0.59
lacuna,0.04
lad,14.43
ladder,9.25
laddie,1.92
lading,0.24
ladino,0.02
ladle,0.75
lady,217.08
ladybird,0.14
ladybug,0.39
ladyfish,0.33
ladylike,0.84
ladylove,0.02
ladyship,1.04
lag,1.47
lager,0.49
laggard,0.02
lagniappe,0.06
lagoon,1.59
lair,2.41
lake,36
lakefront,0.12
lakeshore,0.18
lamasery,0.08
lamb,10.63
lambast,#N/A
lambda,0.16
lambent,0.04
lambkin,0.04
lambskin,0.08
lame,10.92
lamebrain,0.25
lameness,0.1
lament,0.96
lamentable,0.14
lamentation,0.06
lamina,0.02
laminate,0.2
laminated,0.35
lamination,0.12
laminator,0.02
lamp,12.88
lamplight,0.12
lamplighter,0.06
lampoon,0.1
lamppost,0.55
lampshade,0.27
lanai,0.14
lance,10.86
lancer,0.43
lancet,0.12
land,88.12
landfall,0.49
landfill,1.29
landing,16.04
landlady,2.08
landline,0.2
landlocked,0.2
landlord,5.33
landlubber,0.1
landmark,1.25
landmass,0.08
landmine,0.14
landowner,0.37
landscape,2.49
landscaper,0.37
landscaping,1.25
landslide,0.82
landslip,0.02
landsman,0.12
landward,0.02
lane,33.41
language,35.1
languid,0.2
languish,0.16
languor,0.2
languorous,0.04
lank,0.02
lanky,0.43
lanolin,0.06
lantern,2.02
lanyard,0.08
lap,13.47
laparoscopy,0.12
lapboard,#N/A
lapdog,0.41
lapel,0.49
lapis,0.14
lapse,1.37
laptop,3.47
lapwing,0.02
larboard,0.43
larcenist,0.02
larcenous,0.08
larceny,2.22
larch,0.14
lard,1.69
larder,0.16
large,41.45
largemouth,0.06
largeness,0.04
largesse,0.18
largish,0.08
lariat,0.12
lark,1.63
larkspur,0.04
larva,0.25
larval,0.14
laryngeal,0.24
laryngitis,0.45
laryngoscope,0.25
larynx,1.14
lasagna,3.59
lascar,0.06
lascivious,0.67
lasciviousness,0.02
laser,8.49
lash,1.67
lass,2.67
lassitude,0.04
lasso,0.88
last,723.1
lasting,2.35
latch,1.92
latchkey,0.31
late,269.73
latecomer,0.02
latency,0.04
lateness,0.24
latent,0.76
later,291.94
lateral,1.53
latex,1.45
lath,0.06
lathe,0.31
lather,0.55
lathery,0.02
latitude,1.59
latitudinarian,#N/A
latke,0.04
latrine,2.92
latte,2.41
latter,1.25
lattice,0.08
laud,0.12
laudable,0.12
laudanum,0.51
laugh,62.86
laughable,0.51
laugher,0.08
laughingstock,1.02
laughter,13.8
launch,19.96
launcher,0.82
launder,0.67
launderer,0.06
laundering,1.37
laundress,0.25
laundry,19.06
laundryman,0.08
laundrywoman,0.02
laureate,0.14
lava,3.45
lavage,1
lavaliere,0.06
lavatory,0.96
lavender,2.04
lavish,0.76
law,116.31
lawbreaker,0.14
lawbreaking,0.02
lawful,2.18
lawgiver,0.25
lawless,0.43
lawlessness,0.51
lawmaker,0.06
lawman,1.14
lawn,12.35
lawnmower,0.47
lawsuit,6.1
lawyer,79.51
lawyerlike,0.02
lax,1.71
laxative,0.84
laxity,0.1
lay,58.24
layaway,1.45
layback,0.02
layer,3.71
layering,0.14
layette,0.08
layman,0.94
layoff,0.22
layout,3.49
layover,0.49
laypeople,0.04
layperson,0.14
layup,0.16
laze,0.04
laziness,0.47
lazy,11.59
lazybones,0.16
leach,0.75
lead,83.25
leaded,0.45
leaden,0.1
leader,31.16
leaderless,0.06
leadership,4.88
leadoff,0.1
leaf,5.2
leafage,#N/A
leaflet,0.04
leafy,0.47
league,18.63
leaguer,0.31
leak,10.14
leakage,0.55
leaker,0.02
leaky,1.1
lean,10.37
leaning,4.25
leap,6.67
leaper,0.08
leapfrog,0.35
learn,118.57
learnable,0.02
learner,1.2
leary,1.78
lease,6.27
leaseholder,0.06
leash,4.29
leastways,0.25
leather,13.59
leatherette,0.06
leatherjacket,0.06
leatherneck,0.04
leathery,0.18
leave,560.71
leaver,0.14
leavings,0.2
lebensraum,0.08
lecher,0.1
lecherous,0.41
lechery,0.08
lecithin,0.06
lectern,0.08
lection,0.02
lector,0.06
lecture,10.47
lecturer,0.8
lectureship,0.12
lederhosen,0.2
ledge,3.51
ledger,1.22
leech,1.75
leek,0.29
leer,0.51
leeway,0.55
left,484.45
leftist,0.18
leftover,1.2
leftovers,2.49
lefty,3.1
leg,56.51
legacy,5.02
legal,35.71
legalese,0.2
legalist,0.02
legalistic,0.04
legality,0.22
legalization,0.02
legalize,0.22
legate,0.27
legatee,0.02
legation,0.73
legend,17.16
legendary,4.02
legerdemain,0.06
legged,0.14
leggings,0.25
leggy,0.2
leghorn,0.06
legible,0.22
legion,2.47
legionary,0.02
legionnaire,0.08
legislate,0.31
legislation,1.02
legislative,0.27
legislator,0.16
legislature,0.78
legit,2.67
legitimacy,0.51
legitimate,7.53
legitimize,0.1
legless,0.12
legman,0.04
legroom,0.1
legwarmer,0.02
legwork,0.67
leisure,2.53
leisurely,0.57
leisurewear,0.02
leitmotif,0.04
lemma,0.02
lemming,0.12
lemon,12.02
lemonade,5.51
lemongrass,0.04
lemony,0.12
lemur,0.18
lend,11.67
lender,0.16
length,7.02
lengthen,0.24
lengthy,0.73
lenience,0.04
leniency,0.43
lenient,0.9
lenity,#N/A
lens,4.67
lentil,0.22
leopard,5.41
leper,1.24
lepidopterist,0.02
leprechaun,1.55
leprosy,0.73
leprous,0.06
lepton,0.02
lesbian,9.51
lesbianism,0.18
lesion,0.59
lessee,0.08
lessen,0.59
lessening,0.08
lesson,32.24
lest,1.96
let,2419.24
letch,0.2
letdown,0.33
lethal,5.67
lethality,0.06
lethargic,0.31
lethargy,0.12
letter,82.61
letterbox,0.04
letterhead,0.41
lettering,0.45
lettuce,3.39
letup,0.02
leucotomy,0.02
leukemia,1.9
levee,0.51
level,51.63
leveler,0.08
levelheaded,0.12
levelheadedness,0.02
lever,3.2
leverage,2.73
leveraged,0.24
leveret,0.04
leviathan,0.57
levitate,0.41
levitation,0.18
levity,0.37
lewd,1.27
lewdness,0.2
lexicography,#N/A
lexicon,0.12
lexis,0.12
liability,3.1
liable,7.24
liaise,0.18
liaison,2.73
liar,35.14
libation,0.14
libel,1.1
liberal,3.98
liberalism,0.1
liberalization,0.08
liberate,1.16
liberating,0.96
liberation,2.31
liberator,0.37
libertarian,0.08
libertarianism,0.02
libertine,0.18
liberty,16.65
libidinal,0.02
libidinous,0.08
libido,1.12
librarian,2.88
library,22.94
libration,0.02
libretto,0.18
licence,4.92
license,32.06
licensee,0.02
licensing,0.22
licensure,0.02
licentiate,#N/A
licentious,0.04
licentiousness,0.12
lichen,0.08
licit,#N/A
lick,10.96
licker,0.1
lickspittle,0.16
licorice,0.86
lid,4.92
lidless,0.04
lido,0.65
lie,120.25
liege,1.12
lieu,1.12
lieutenancy,0.02
lieutenant,104.04
life,796.65
lifebelt,0.02
lifeblood,0.25
lifeboat,1.39
lifebuoy,0.06
lifeguard,1.67
lifeless,1.25
lifelessness,0.02
lifelike,0.61
lifeline,0.86
lifelong,1.51
lifer,0.57
lifesaver,1.22
lifesaving,0.37
lifespan,0.35
lifestyle,4.94
lifetime,18.22
lifevest,#N/A
lift,34.14
lifter,0.24
liftoff,0.65
ligament,0.49
ligation,0.1
ligature,0.73
light,165.2
lightbulb,#N/A
lighten,5.9
lightener,0.02
lighter,8.96
lightheaded,0.55
lightheadedness,0.02
lighthearted,0.22
lightheartedness,0.02
lighthouse,3.08
lighting,6.33
lightness,0.39
lightning,14.14
lightsome,0.02
lightswitch,#N/A
lightweight,1.16
lignite,0.02
likability,0.04
likable,0.84
like,3998.96
likeability,0.06
likelihood,1.14
likely,25.76
liken,0.06
likeness,1.92
lilac,0.76
lilly,4.67
lilt,0.24
lily,26.86
limb,4.67
limber,0.82
limbic,0.18
limbless,0.02
limbo,2.37
limburger,0.06
lime,3.29
limeade,0.1
limekiln,#N/A
limelight,0.75
limestone,0.53
limey,0.75
limit,13.02
limitation,0.29
limited,11
limitless,0.71
limitlessness,0.02
limo,8.47
limousine,2.82
limp,3.67
limpet,0.9
limpid,0.08
limy,#N/A
linchpin,0.18
line,206.18
lineage,0.84
linear,0.55
linebacker,0.59
lineman,0.2
linen,2.92
liner,1.22
linesman,0.02
lineup,2.82
ling,15.39
linger,1.45
lingerie,2.82
lingering,0.88
lingo,1.16
lingua,0.06
lingual,0.08
linguine,0.25
linguini,0.43
linguist,0.53
linguistic,0.35
linguistics,0.49
liniment,0.39
lining,4.53
link,11.94
linkage,0.29
linker,0.04
linkup,0.2
linnet,0.04
linoleum,0.53
linotype,0.04
linseed,0.2
lint,1.33
linty,0.04
lion,15.35
lioness,0.33
lionfish,0.12
lionhearted,0.08
lionization,#N/A
lionize,0.02
lip,10.75
lipase,0.02
lipid,0.06
lipless,0.02
liposuction,0.78
lippy,0.06
lipreading,0.02
lipstick,8.8
liquefaction,0.06
liquefy,0.2
liquescence,0.02
liqueur,0.55
liquid,7.75
liquidate,0.76
liquidation,0.14
liquidator,0.06
liquidity,0.06
liquidness,0.02
liquor,17.29
liquorish,0.02
lira,0.63
lisp,0.41
lissome,0.02
list,80.59
listen,544.78
listener,1.41
listing,1.88
listless,0.18
listlessness,0.04
litany,0.12
liter,1.75
literacy,0.49
literal,1.35
literalistic,#N/A
literally,14.49
literary,2.55
literate,0.33
literati,0.06
literature,6.39
lithe,0.04
lithium,1.18
lithograph,0.06
lithographic,0.02
lithography,0.08
lithosphere,0.04
litigant,0.06
litigate,0.08
litigation,1.45
litigator,0.57
litigious,0.25
litmus,0.25
litter,3.92
litterbug,0.06
little,1446.39
littleness,0.08
liturgy,0.02
livable,0.27
live,344.59
liveable,0.06
livelihood,1.49
livelong,0.25
lively,4.06
liven,0.9
liver,14.29
liverish,0.04
livery,1.27
livestock,2
livid,0.43
lizard,4.84
llama,1.41
load,29.22
loader,0.45
loaf,4.47
loafer,0.39
loam,0.06
loan,19.86
loaner,0.31
loath,0.1
loathe,2.08
loathing,0.49
loathsome,1.04
loathsomeness,0.02
lob,0.27
lobar,0.02
lobby,12.69
lobbyist,0.43
lobe,1.86
lobotomize,0.04
lobotomy,1.08
lobscouse,0.02
lobster,7.33
local,41.73
locale,0.31
locality,0.12
localization,0.02
localize,0.02
localized,0.39
localizer,0.16
locals,3.63
locate,10.27
locater,0.04
location,24.76
locator,0.94
loch,1.73
lock,56.57
lockbox,0.31
locker,15.98
locket,1.71
lockjaw,0.27
locknut,0.06
lockout,0.31
locksmith,1.02
lockup,1.35
loco,1.98
locomotion,0.16
locomotive,0.8
locoweed,0.04
locum,0.14
locus,0.33
locust,0.86
lode,0.8
lodestone,0.16
lodge,6.69
lodger,0.25
lodgings,0.37
loft,3.65
loftiness,0.02
lofty,0.78
log,11.96
logarithm,0.04
logarithmic,0.04
logbook,0.29
loge,0.02
logger,0.12
loggerheaded,0.02
logic,6.71
logical,7.39
logics,0.02
login,0.12
logistic,0.04
logistical,0.27
logistician,0.02
logistics,0.71
logjam,0.08
logo,1.8
logon,0.04
logorrhea,0.14
logroller,0.06
logrolling,#N/A
logwood,0.08
logy,0.04
loin,0.35
loincloth,0.18
loiter,0.25
loiterer,0.02
loll,0.1
lollapalooza,0.08
lollipop,1.78
lolly,0.22
lollygag,0.06
lollypop,0.04
lone,5.25
loneliness,5
lonely,41.67
loneness,0.02
loner,3.1
lonesome,7
lonesomeness,0.02
long,675.16
longboat,0.41
longbow,0.14
longevity,0.55
longhair,0.08
longhaired,0.16
longhorn,0.31
longish,0.06
longitude,0.82
longitudinal,0.08
longneck,0.08
longship,0.04
longshore,0.04
longshoreman,0.27
longshot,0.1
longstanding,0.16
longtime,0.53
longue,0.12
longways,0.06
loo,2.37
look,1947.27
lookalike,0.06
lookdown,0.02
looker,1.04
lookout,4.45
looks,311.49
lookup,0.04
loom,0.41
loon,1.41
looney,1.06
loony,2.41
loop,6.76
loophole,1.02
loopy,0.65
loose,41.78
loosen,5.53
looseness,0.08
loot,3.55
looter,0.2
lop,0.43
lope,0.12
lopsided,0.43
loquacious,0.16
loquacity,#N/A
lord,138.16
lordly,0.14
lordship,3.24
lore,0.67
lorgnette,0.08
lorn,0.12
lorry,1.2
lose,164.35
loser,27.08
loss,29.12
lot,569.92
lothario,0.27
lotion,3.25
lottery,6.75
lotto,1.67
lotus,2.04
loud,39.82
loudmouth,1.04
loudmouthed,0.22
loudness,0.04
loudspeaker,0.92
lounge,7.86
lounger,0.06
loupe,0.04
lour,0.08
louse,1.69
lousy,23.73
lout,0.55
louver,0.08
louvered,0.02
lovable,1.78
love,1114.98
lovebird,0.1
loveless,0.45
loveliness,0.8
lovelorn,0.31
lovely,95.16
lovemaking,1.1
lover,26.63
loveseat,0.06
lovesick,0.69
lovesickness,0.06
low,59.14
lowball,0.16
lowborn,0.02
lowbrow,0.14
lowdown,1.08
lowercase,0.04
lowerclassmen,0.02
lowland,0.12
lowlander,0.04
lowlife,2.06
